Kategori,Başlık,İçerik
Eğitim,"Satranç, ortaokullarda seçmeli ders olarak okutulacak","2021-2022 eğitim öğretim yılından itibaren ortaokul ve imam hatip ortaokullarının 5, 6, 7 ve 8. sınıflarında satranç seçmeli ders olacak."
Eğitim,KPSS tercih kılavuzu yayımlandı,"ÖSYM, KPSS puanına göre bazı kamu kurum ve kuruluşlarının kadro ve pozisyonlarına yapılacak yerleştirmeler için KPSS-2020/2 Tercih Kılavuzu'nu yayımladı."
Eğitim,Bakan Selçuk: Dijital karne söz konusu,"Milli Eğitim Bakanı Ziya Selçuk, ""Yüz yüze karne vererek hareketliliği artırma gibi bir niyetimiz yok. Dijital karne söz konusu"" dedi."
Eğitim,EBA üzerinden öğrencilere trafik eğitimi,Kırıkkale’de jandarma tarafından ilk ve ortaokul çağındaki öğrencilere Eğitim Bilişim Ağı üzerinden trafik eğitimi verildi.
Eğitim,YÖK 2020'de çok sayıda projeyi hayata geçirdi,"Yükseköğretim Kurulunun (YÖK) 2020 yılında hayata geçirdiği yeni projeler ve düzenlemeler paylaşıldı. YÖK Başkanı Yekta Saraç, ""Türk yükseköğretimini yeniden yapılandırmaya 2021 yılında da devam edeceğiz."" dedi."
Eğitim,Bakan Selçuk: Ocak sonunda 500 bin tablet yerine ulaşacak,"Bakan Selçuk, ""Ocak ayının sonunda, aylık 25 GB interneti de olan 500 bin tablet yerine ulaşmış olacak"" dedi."
Eğitim,66 bin tablet bilgisayar daha dağıtılacak,"Milli Eğitim Bakanlığı, uzaktan eğitim sürecinde her çocuğa ulaşabilmek için tablet dağıtımını sürdürüyor. 3. faz kapsamında 66 bin tablet bilgisayarın dağıtımına bugün başlandı."
Eğitim,Akıllı tahtaların bakım ve onarımını meslek liseleri yapacak,"Milli Eğitim Bakanlığı, Fatih Projesi kapsamında okullara dağıtılan etkileşimli tahtaların bakım ve onarımlarının meslek liseleri tarafından yapılacağını açıkladı."
Eğitim,Özel okul öğrencilerine verilen eğitim desteği belli oldu,Özel okullarda önceki yıllarda eğitim öğretim desteği alan ve öğrenimini sürdüren öğrenciler için yapılacak destek ödemeleri belirlendi.
Eğitim,"Yüz yüze sınavlar ertelendi, liselere karne verilmeyecek",Yüz yüze sınavlar yarıyıl tatili sonrasına ertelendi. Yeni kararla ilk dönem ilkokul ve ortaokulda etkinlik notlarına göre karne verilecek. Liselerde ise karne verilmeyecek.
Eğitim,'Mesleki Eğitimde 1000 Okul Projesi' ile 157 milyon liralık katkı,"Milli Eğitim Bakanlığının, okullar arası başarı farklarını azaltmak ve mesleki eğitimi güçlendirmek için başlattığı Mesleki Eğitimde 1000 Okul Projesiyle bu yıl ekonomiye 157 milyon lira gelir sağlandı."
Eğitim,Diyanet'ten uzaktan Kur'an-ı Kerim eğitimi,"Diyanet İşleri Başkanı Ali Erbaş, ""Haydi Türkiye Evden Kur'an Öğrenmeye"" sloganıyla uzaktan eğitimle Kur'an-ı Kerim Öğretim Programı düzenlediklerini açıkladı."
Eğitim,2020-KPSS Ortaöğretim sonuçları açıklandı,"ÖSYM, 22 Kasım'da gerçekleştirilen 2020-KPSS Ortaöğretim sonuçlarını sonuc.osym.gov.tr adresinden açıkladı."
Eğitim,İlk yarıyıl 22 Ocak’ta sona eriyor,Okullarda ilk dönemin sona ermesine yaklaşık bir ay kaldı. Ocak ayı sonunda karneler dağıtılacak. Karne notlarını performans ödevleri ve derslere katılım belirleyecek.
Eğitim,Hakkarili öğrencilere 850 tablet bilgisayar gönderildi,Milli Eğitim Bakanlığınca koronavirüs salgını nedeniyle uygulanan uzaktan eğitime erişim sıkıntısı yaşayan Hakkarili öğrencilere dağıtılmak üzere 850 tablet bilgisayar gönderildi.
Eğitim,Açıköğretim güz dönemi ara sınavları tamamlandı,"Anadolu Üniversitesi Açıköğretim, İktisat ve İşletme fakültelerinin çevrim için yapılan güz dönemi ara sınavları başarıyla tamamlandı."
Eğitim,Bakan Selçuk: Son bir yılda bağışlarla 10 bin atölye açtık,"Milli Eğitim Bakanı Selçuk, ""Son bir yılda herhangi bir özel bütçe kullanmaksızın, yani kendi bütçemizin dışında tamamen bağışlarla 10 bin civarında atölye açtık. Bunların tümü bağış"" dedi."
Eğitim,Uzaktan eğitimi verimli geçirmenin yolları,Milyonlarca öğrenci eğitime uzaktan devam ediyor. Bu dönemi en verimli şekilde geçirmek için öncelikle disiplinli olmak ve uygun bir ortamda dersleri takip etmek gerekiyor.
Eğitim,"Türkiye, nükleer enerji eğitimi için Çin'e öğrenci gönderecek","Türkiye’nin nükleer enerji alanında yetişmiş insan kaynağını geliştirmek amacıyla, Çin’e yüksek lisans öğrencisi gönderilecek. Bu kapsamda, 2021-2022 eğitim öğretim yılı için öğrenci seçimlerine başlandı."
Eğitim,Prof. Dr. İlhan: Ara tatil sonrası yüz yüze eğitim kademeli başlayabilir,"Toplum Bilimleri Kurulu Üyesi Prof. Dr. Mustafa Necmi İlhan, ara tatilden sonra vaka sayılarına göre yüz yüze eğitime kademeli geçişin yapılabileceğini söyledi."
Eğitim,Türkiye'nin ilk ortak araştırma merkezi NÖROM kuruldu,"Ankara, Gazi ve Orta Doğu Teknik üniversiteleri bilgi ve tecrübelerini birleştirdi, Nörobilim ve Nöroteknoloji Mükemmeliyet Ortak Uygulama ve Araştırma Merkezi kuruldu."
Eğitim,MEB'den 46 bin 582 öğretmene iş başı ve meslek gelişimi eğitimi,"MEB, mesleki eğitimde öğretmenlerin iş başı ve mesleki gelişim eğitimine yönelik kapsamlı bir eğitim paketi hazırladı. 2020'de bu kapsamda 46 bin 582 öğretmene iş başı ve mesleki gelişim eğitimi verildi."
Eğitim,12 üniversiteye rektör atanacak,"Yükseköğretim Kurulunca 12 üniversiteye rektör atanacak. Rektör adayları, başvurularını 31 Aralık Perşembe günü mesai bitimine kadar yapabilecek."
Eğitim,Öğrencilere 500 bin tablet bilgisayar dağıtılacak,"Milli Eğitim Bakanı Ziya Selçuk, resmi veriler üzerinden tespit edilen öncelikli ihtiyaç sahibi öğrencilere tablet bilgisayar ulaştıracaklarını söyledi."
Eğitim,8 üniversiteye 142 akademisyen alınacak,"Sekiz üniversitenin 142 akademisyen alımına ilişkin ilanlar, Resmi Gazete'de yayımlandı."
Eğitim,EKPSS sonuçları açıklandı,"15 Kasım'da gerçekleştirilen 2020-EKPSS sonuçları açıklandı. Sonuçlara, ÖSYM'nin internet sitesinden ve mobil uygulamadan ulaşılabiliyor."
Eğitim,Anadolu Üniversitesi’nden çevrim içi sınavlarda sorun yaşayanlara ek sınav hakkı,Eskişehir Anadolu Üniversitesi Açıköğretim İktisat ve İşletme Fakülteleri’nin internet üzerinden yapılan çevrim içi ara sınavlarında internet sorunu yaşayanlara ek sınav hakkı verildiği açıklandı.
Eğitim,6 üniversiteye 109 akademisyen alınacak,6 üniversiteye 109 akademisyen alımına ilişkin ilanlar Resmi Gazete'de yayımlandı.
Eğitim,Diyanet uzaktan eğitimle Kur'an-ı Kerim öğretecek,"Diyanet İşleri Başkanlığı, ""Haydi Türkiye Evden Kur'an Öğrenmeye"" sloganıyla uzaktan eğitimle Kur'an-ı Kerim öğretim programı hazırladı."
Eğitim,Özel eğitim anaokullarında yüz yüze eğitime geçilecek,"Milli Eğitim Bakanlığınca, resmi ve özel anaokullarının yanı sıra özel eğitim anaokulları ve uygulama sınıflarında da yüz yüze eğitime geçilebileceğini açıklandı."
Eğitim,Mehmet öğretmen odasına kavuştu,"Koronavirüs tedavisi gören babasına refakat eden Diyarbakırlı öğretmen Mehmet Aydın, tabletiyle hastane bahçesinde öğrencilerine uzaktan eğitim veriyordu. Durumu öğrenen hastane yönetimi Mehmet öğretmene oda tahsis etti."
Eğitim,Sağlık Bilimleri Üniversitesi 407 öğretim elemanı alacak,"Sağlık Bilimleri Üniversitesine bağlı farklı illerdeki sağlık uygulama ve araştırma merkezleri kadrolarına, çeşitli unvanlarda öğretim elemanı alımı yapılacak."
Eğitim,MEB'den yüz yüze eğitim kararı,"Milli Eğitim Bakanlığı, yarından itibaren ana sınıfları hariç, tam gün hizmet veren resmî ve özel tüm anaokullarında yüz yüze eğitimin başlayacağını açıkladı."
Eğitim,Bakan Selçuk: Yüz yüze eğitim için şartların olgunlaşmasını bekliyoruz,"Milli Eğitim Bakanı Selçuk, aralık ve ocak ayında toplam 500 bin ilave tablet dağıtılacağını ifade etti. Bakan Selçuk, ""Bir an önce yüz yüze eğitime geçilmesi için şartların olgunlaşmasını bekliyoruz"" açıklamasını yaptı."
Eğitim,Okul Destek Projesi için online danışmanlık hattı,"Aile, Çalışma ve Sosyal Hizmetler Bakanlığı, Sosyal ve Ekonomik Destek (SED) hizmeti kapsamında başlatılan Okul Destek Projesi ile desteklenecek çocukların takip edileceği bir online danışmanlık hattı kuruyor."
Eğitim,Okul Destek Projesi'nin kapsamı genişletiliyor,Dezavantajlı durumdaki çocukların sosyal gelişimlerini desteklemek ve yeteneklerine göre yönlendirilmelerini sağlamak amacıyla başlatılan 'Okul Destek Projesi' lise eğitimine devam eden gençleri de kapsayacak şekilde genişletilecek.
Eğitim,Yarıyıl tatili öne çekilebilir,"Milli Eğitim Bakanı Selçuk, yarıyıl tatilinin öne alınması ihtimalinin olduğunu belirtti. Yüz yüze eğitimle ilgili kararın kabine toplantısının ardından alınacağını belirten Selçuk, ""4 Ocak'ta tamamen açılabilir mi bakacağız"" dedi."
Eğitim,Mesleki Eğitimde 1000 Okul Projesi’ne 161 milyon liralık destek,"Milli Eğitim Bakanlığı, okullar arası başarı farklarını azaltmak ve mesleki eğitimi güçlendirmek için başlatılan Mesleki Eğitimde 1000 Okul Projesi’ne 161 milyon liralık yatırım yaptı."
Eğitim,"MEB, Türkiye'nin eğitim başarısının sırrını açıkladı","Türkiye, matematik ve fen alanlarında hem başarı puanını hem de sıralamasını artırarak ilk kez TIMSS uygulamalarında sabit başarı ölçüsü kabul edilen 500 puanın üzerine çıktı. Temel Eğitim Genel Müdürü Gençoğlu, başarının perde arkasını açıkladı."
Eğitim,Öğretmenlere siber saldırı uyarısı: Her ders için yeni şifre alın,"Milli Eğitim Bakanlığı, uzaktan eğitimde siber saldırıların önüne geçmek için öğretmenlere bilgilendirme yaptı. Her online ders için yeni şifre belirlenmesinin önemini anlattı."
Eğitim,Türkiye TIMSS uygulamalarında ilk kez 500 puanın üzerine çıktı,"Türkiye, matematik ve fen alanlarında hem başarı puanını hem de sıralamasını artırarak ilk kez TIMSS uygulamalarında sabit başarı ölçüsü kabul edilen 500 puanın üzerine çıktı."
Eğitim,MEB'den öğretmenler için 'Geri Bildirim El Kitabı',"Milli Eğitim Bakanlığı, öğrenci başarısını artıran en etkili ve en kolay yöntem olan ""geri bildirim"" konusunda bilgilere yer verilen bir el kitabı hazırladı."
Eğitim,Burs ve kredi başvuru sonuçları açıklandı,"Gençlik ve Spor Bakanı Mehmet Muharrem Kasapoğlu, 2020-2021 eğitim-öğretim yılı yükseköğrenim burs, kredi başvuru sonuçlarının açıklandığını duyurdu."
Eğitim,"Türkiye, yabancı öğrenci sayısıyla dünyada ilk 10'a girdi","Yükseköğretimde uluslararası öğrenciler için çekim merkezi olan Türkiye, 2018 yılında uluslararası öğrenci sayısı bakımından 125 bin öğrenci ile dünyada ilk 10 ülke arasına girdi."
Eğitim,Aralık ayı burs ve kredi ödemeleri başladı,"Gençlik ve Spor Bakanı Mehmet Muharrem Kasapoğlu, yükseköğrenim öğrencilerinin aralık ayı burs ve kredi ödemelerinin başladığını açıkladı."
Eğitim,"MEB, canlı derslerde siber saldırılara karşı önlem videosu hazırladı","Milli Eğitim Bakanlığı, öğretmenlerin EBA canlı derslerde siber saldırılardan korunmak için alabilecekleri önlemlerin yer aldığı bir video hazırladı."
Eğitim,Türkiye uluslararası öğrenci sayısıyla dünyada ilk 10'da,"Türkiye, 2018 yılında yükseköğretimde sahip olduğu uluslararası öğrenci sayısıyla dünyada bu alanda ilk 10 ülke arasına girdi."
Eğitim,TUS 2. dönem yerleştirme sonuçları açıklandı,"Adaylar, sonuçlara ""https://sonuc.osym.gov.tr"" adresinden T.C. kimlik numaraları ve şifreleriyle erişebilecek."
Eğitim,Öğrencilerin Türkçe dil becerilerini geliştirmek için e-kitap,"Milli Eğitim Bakanlığı, ilkokul 3 ve 4. sınıf öğrencilerinin Türkçe dil becerilerini geliştirmek için eğlenceli bir e-kitap hazırladı."
Eğitim,MEB’den öğretmenlere siber saldırılara karşı uyarı,"Milli Eğitim Bakanlığı (MEB), öğretmenlerin EBA canlı harici derslerde siber saldırılardan korunmaları için uyarılarda bulundu"
Eğitim,MEB'den 2 yeni uygulama: MEB Ajanda ve E-Okul Öğretmen,"Milli Eğitim Bakanı Ziya Selçuk, ""MEB Ajanda"" ve ""E-Okul Öğretmen"" uygulamalarını tanıttı. Selçuk, ""Mobil uygulamalarla öğretmenlerimizin, okul müdürlerimizin, müdür yardımcılarımızın daha az bürokrasiyle uğraşmasını sağlayacağız"" dedi."
Eğitim,Engelsiz Üniversite Ödülleri başvuru takvimi belli oldu,Engelsiz Üniversite Bayrak Ödülleri ve Engelsiz Program Nişanı başvuruları 21 Aralık 2020-31 Ocak 2021 tarihlerinde alınacak.
Eğitim,MEB'den LGS ve YKS açıklaması,"MEB, LGS ve YKS gibi merkezi sınavların kapsamında bir değişikliğin söz konusu olmadığını, öğrencilerin tüm müfredattan sorumlu olacaklarını açıkladı."
Eğitim,ÖSYM bazı sınavları erteledi,"ÖSYM, ALES/2, YÖKDİL/2, DUS-STS Diş Hekimliği, e-YDS/13, DİB-MBSTS, YDUS ve DHBT sınavlarını koronavirüs sebebiyle erteledi."
Eğitim,Açık öğretim sınavları ertelendi,5-6 Aralık'ta yapılacak olan açık öğretim ortaokulu ve lisesi sınavları ile MEB merkez ve taşra teşkilatı unvan değişikliği sınavı koronavirüs sebebiyle ertelendi.
Eğitim,Şırnak'ta anaokulları uzaktan eğitime geçti,"Şırnak’ta, koronavirüs tedbirleri kapsamında anaokulu, ana sınıfı ile uygulama sınıflarında 4 Ocak'a kadar uzaktan eğitime geçildi."
Eğitim,Okul öncesi eğitim-öğretim uzaktan yapılacak,"Koronavirüs salgınıyla mücadele kapsamında bazı illerdeki anaokullarında, bugünden itibaren yeniden uzaktan eğitime geçilecek."
Eğitim,MEB’den TRT EBA’da “sınav özel” yayını,"Milli Eğitim Bakanı Ziya Selçuk, ""Sınav grubu öğrencilerimiz için TRT EBA kanallarında hafta sonları 'Sınav Özel 'yayınlarımız var"" dedi."
Eğitim,EBA dünyada 1 numara,"Eğitim Bilişim Ağı 10,3 milyar tıklanma sayısı ile dünyanın en çok ziyaret edilen eğitim sitesi oldu."
Eğitim,BİLSEM'lere 1000'er kitaplık kütüphane kuruldu,Özel yetenekli öğrencilerin kendilerini en üst düzeyde geliştirmesinin önünü açmak için ilave eğitim programları uygulayan 182 Bilim ve Sanat Merkezinin (BİLSEM) tamamına 1000'er kitaplık kütüphane kuruldu.
Eğitim,3 ilde okul öncesine uzaktan eğitim kararı,Koronavirüs tablosu ağırlaşıyor. Salgınla mücadele kapsamında tedbirler artırılıyor. 3 kentte okul öncesi eğitim ve öğretime uzaktan devam edilmesi kararı alındı.
Eğitim,Bakan Selçuk: İhtiyaç sahibi 386 binden fazla öğrenciye destek sağlandı,"Aile, Çalışma ve Sosyal Hizmetler Bakanı Zehra Zümrüt Selçuk, Şartlı Nakit Transferinin Etkisinin Güçlendirilmesi Projesi ile ihtiyaç sahibi hanelerde yaşayan 386 binden fazla dezavantajlı öğrenciye destek sağladıklarını söyledi."
Eğitim,Türkiye Diyanet Vakfı İdlib'de okul açtı,"Türkiye Diyanet Vakfı, Suriye'nin kuzeybatısındaki İdlib’de 1100 öğrencinin eğitim göreceği ilkokulun açılışını yaptı."
Eğitim,Türkiye Teknoloji Takımı Vakfı'nın burs başvurularında yarın son gün,"Türkiye Teknoloji Takımı Vakfı'nın, yerli ve milli teknoloji hamlesine katkı sağlamak konusunda istekli lisans, yüksek lisans ve doktora öğrencilerine sunduğu karşılıksız burs desteği başvuruları yarın (29 Kasım) sona erecek."
Eğitim,"MEB, okul öncesinde yüz yüze eğitim kararını müdürlüklere bıraktı","Milli Eğitim Bakanlığı, 4 Ocak'a kadar il veya ilçe milli eğitim müdürlükleri tarafından, yüz yüze eğitim yapılan okul öncesi eğitim kurumlarında uzaktan eğitim kararı alınabileceğini duyurdu."
Eğitim,"MEBİM, dünyanın en başarılı ikinci çağrı merkezi seçildi","Milli Eğitim Bakanlığı İletişim Merkezi, Dünya Çağrı Merkezi tarafından en başarılı ikinci çağrı merkezi seçildi. Milli Eğitim Bakanı Ziya Selçuk, iletişim merkezi ekibi ile video konferans yoluyla bir araya gelerek tüm çalışanlara teşekkür etti."
Eğitim,Yükseköğretim Kurumları Sınavı Değerlendirme Raporu yayımlandı,"Ölçme, Seçme ve Yerleştirme Merkezi (ÖSYM) Başkanlığınca 2020 Yükseköğretim Kurumları Sınavı (2020-YKS) sonuçlarına ilişkin detaylı analizlerin yer aldığı ""2020-YKS Değerlendirme Raporu"" açıklandı."
Eğitim,Bakan Selçuk: Gençlerimizi geleceğin 25 mesleği için hazırlıyoruz,"Aile, Çalışma ve Sosyal Hizmetler Bakanı Selçuk, gençlere, siber güvenlik, bulut bilişim, oyun geliştirme gibi alanlarda eğitim verdiklerini açıkladı. Selçuk, ""Gençlerimizi geleceğin 25 mesleği için şimdiden hazırlıyoruz"" dedi."
Eğitim,12 bin sağlıkçı alımı için tarihler belli oldu,"ÖSYM Başkanı Prof. Dr. Halis Aygün, 2020-KPSS Ön Lisans branş bazında sıralamaların açıklanacağı ve Sağlık Bakanlığı'nın 12 bin sözleşmeli pozisyonuna tercihlerin alınacağı tarihleri duyurdu."
Eğitim,MEB ve İSO'dan kaynakçılık eğitimi için 5 mükemmeliyet merkezi,Milli Eğitim Bakanlığı ile İstanbul Sanayi Odası iş birliğinde kaynakçılık alanında iş gücü piyasasında sorunu çözecek 5 mükemmeliyet merkezi kurulacak.
Eğitim,10 kişiden 8'i e-Devlet'i YÖK'ün dijital kayıt sistemi için kullandı,"Yükseköğretim Kurulunun üniversite öğrencilerine okula gitmeden dijital kayıt yapma imkanı sunan e-Kayıt sistemi, ağustos ve eylülde e-Devlet'e girişlerin yüzde 85,3'ünü oluşturdu."
Eğitim,ALES giriş belgeleri erişime açıldı,ÖSYM tarafından 6 Aralık’ta yapılacak Akademik Personel ve Lisansüstü Eğitimi Giriş Sınavı belgeleri erişime açıldı.
Eğitim,Meslek liselerinden ekonomiye 10 ayda 330 milyon liralık katkı,"Milli Eğitim Bakanlığına bağlı meslek liseleri, salgına rağmen üretim kapasitesini artırdı. Yılın 10 ayında ekonomiye 330 milyon liralık katkı sundu."
Eğitim,KPSS Ön Lisans sonuçları açıklandı,"ÖSYM Başkanı Halis Aygün, KPSS Ön Lisans sonuçlarının açıklandığını bildirdi. Sonuçlara ÖSYM'nin internet sitesinden ulaşılabilecek."
Eğitim,ÖSYM'nin mobil uygulamalarına e-Devlet şifresiyle erişim başladı,ÖSYM Aday İşlemleri Sistemi ve ÖSYM Görevli İşlemleri Sistemi mobil uygulamalarına e-Devlet şifresiyle giriş yapabilme özelliği eklendi.
Eğitim,TUS tercihlerinde süre doluyor,Tıpta Uzmanlık Eğitimi Giriş Sınavı 2. dönem tercih işlemleri yarın saat 23.59'a kadar yapılabilecek.
Eğitim,Kurslarda uygulama eğitimlerine devam edilebilecek,"Direksiyon ve piyano kurslarındaki gibi, kursiyerle birebir yapılan uygulama eğitimleri, koronavirüs tedbirlerine riayet edilerek sürdürülebilecek."
Eğitim,Meslek lisesi öğrencileri izin ile stajlarına devam edebilecek,"Meslek lisesi öğrencilerinin stajlarına devam edebilmesi için  işletmenin talebi ve velinin izni gerekecek. Öğrenciler, 30 Kasım'dan itibaren stajlarına devam edebilecek."
Eğitim,"MEB, 81 ilde yılın “Çalıkuşları”nı belirledi","Milli Eğitim Bakanlığı, 24 Kasım Öğretmenler günü dolayısıyla 81 ilde eğitimde fark oluşturan 81 öğretmen belirledi. Anadolu'nun dört bir yanında fedakarca görev yapan bu eğitim neferlerine ""Yılın Çalıkuşları"" denildi."
Eğitim,"Bakan Selçuk, 81 il temsilcisi öğretmenlerle buluştu","Milli Eğitim Bakanı Ziya Selçuk, Öğretmenlik Meslek Kanunu ile ilgili çabanın devam ettiğine işaret ederek, ""Salgından dolayı biraz kesintiye uğradı ama o çabamızın sürdüğünü bilmenizi isterim."" dedi."
Eğitim,"Öğretmenler bu kez ders değil, hayatlarını anlattı","Öğretmenler Günü'nde öğretmenler bu kez ders değil, kendi hikayelerini anlatacak. TRT EBA TV'de 6 öğretmen ""Benim Hikayem"" programına katıldı. 24 Kasım'da öğrencilerine kendi öykülerini anlatacaklar, geliştirdikleri projelerle seslenecekler."
Eğitim,Bakan Selçuk'tan Öğretmenler Günü mesajı: İtibarlı yeriniz güç kazandı,"Milli Eğitim Bakanı Ziya Selçuk, öğretmenlerin eğitimin sadece bir unsuru değil eğitimin ana karakteri olduklarını vurgulayarak, ""Bu süreçte toplum nezdindeki öneminiz ve değeriniz bir kez daha idrak edildi, itibarlı yeriniz güç kazandı""  dedi."
Eğitim,Milli Eğitim Bakanlığından 'Öğretmenler Günü'ne özel klip,Milli Eğitim Bakanlığı 24 Kasım Öğretmenler Günü kapsamında bir şarkı hazırladı. Şarkının klibi ise salgın öncesinde Türkiye’nin dört bir yanındaki okullarda kaydedilen arşiv görüntüler kurgulanarak oluşturuldu.
Eğitim,Eğitim ordusunda 1 milyonu aşkın öğretmen görev alıyor,Türkiye'de 17 milyondan fazla öğrencinin eğitimi için toplam 1 milyon 148 bin 514 öğretmen görev başında.
Eğitim,KPSS Ortaöğretim soru kitapçığı ve cevap anahtarı yayımlandı,"ÖSYM, 2020 Kamu Personel Seçme Sınavı ortaöğretim oturumunun temel soru kitapçığı ve cevap anahtarını yayımladı."
Eğitim,Uzaktan eğitim bugün başlayacak,"Ara tatilin ardından bugünden itibaren TRT EBA, EBA ve canlı sınıf uygulamaları, basılı ve dijital yardımcı kaynaklarla 4 Ocak 2021'e kadar sürecek uzaktan eğitim başlıyor."
Eğitim,KPSS Ortaöğretim oturumu tamamlandı,"Ölçme, Seçme ve Yerleştirme Merkezi Başkanlığı tarafından düzenlenen 2020-KPSS Ortaöğretim sona erdi. Sınav sonuçları 24 Aralık'ta açıklanacak."
Eğitim,Uzaktan eğitim yarın başlıyor,"İlk ara tatilin ardından başlayacak uzaktan eğitim sürecine, 4 Ocak 2021 Pazartesi gününe kadar devam edilecek."
Eğitim,KPSS Ortaöğretim oturumu başladı,"KPSS Ortaöğretim bugün 81 ilde 188 merkezde yapılıyor. Saat 10.15'te başlayan sınavda adaylara 120 sorudan oluşan ""Genel Yetenek"" ve ""Genel Kültür"" testleri uygulanacak."
Eğitim,KPSS Ortaöğretim sınavı yarın 188 merkezde yapılacak,"Ölçme, Seçme ve Yerleştirme Merkezi Başkanlığınca Kamu Personel Seçme Sınavı Ortaöğretim yarın 81 ilde ve KKTC'nin başkenti Lefkoşa'da düzenlenecek. 188 sınav merkezinde gerçekleşecek sınav saat 10.15’te başlayacak."
Eğitim,Bakan Selçuk Öğretmenler Günü'nü canlı bağlantılarla kutlayacak,Öğretmenler Günü'nde bu yıl ilk kez kutlamalar çevrim içi programlarla kutlanacak. Milli Eğitim Bakanı Ziya Selçuk da öğretmenlerle canlı bağlantılar üzerinden görüşecek.
Eğitim,Kurslarda teorik dersler uzaktan eğitimle yapılabilecek,"Milli Eğitim Bakanlığı, ehliyet ile çeşitli kurslardan yeterli altyapıya sahip olanların teorik dersleri uzaktan öğretim yoluyla yapabileceklerini açıkladı."
Eğitim,Sinop Üniversitesinde yüz yüze eğitime ara verildi,"Sinop Üniversitesinde bazı bölümlerde yapılan yüz yüze eğitime, koronavirüs tedbirleri kapsamında ara verildi. Sınavlar da uzaktan gerçekleştirilecek."
Eğitim,Adalet Bakanlığı sınavları hafta sonu yapılacak,"2020-Adalet Bakanlığı sınavları, hafta sonu 15 ilde 16 sınav merkezinde yapılacak. Adalet Bakanlığı sonuçları 21 Aralık'ta, 2020-İcra sonuçları 22 Aralık'ta açıklanacak."
Eğitim,YÖK'ten üniversitelere 'sınav güvenliği' uyarısı,"Yükseköğretim Kurulu (YÖK), üniversiteleri, uzaktan veya online yapılan sınavlarda, sınav güvenliği için gerekli tedbirlerin alınması konusunda uyardı."
Eğitim,2020 KPSS Ortaöğretim sınavı ne zaman yapılacak? KPSS Ortaöğretim 2020 sınav tarihi…,Kamu Personel Seçme Sınavı (KPSS) ne zaman yapılacak? KPSS Ortaöğretim başvuruları sona erdi. KPSS Ortaöğretim ne zaman yapılacak? ÖSYM'nin 2020 sınav takvimi belli oldu. Ayrıntılar haberimizde…
Eğitim,Öğretmenler Günü'nde 32 bin hediye kitap,"Milli Eğitim Bakanlığı, 24 Kasım Öğretmenler Günü kutlamaları kapsamında 32 bin öğretmene hediye kitap gönderecek."
Eğitim,MEB uzaktan eğitim sürecine ilişkin illere yazı gönderdi,"Milli Eğitim Bakanlığı (MEB), il milli eğitim müdürlüklerine gönderdiği yazıda, 4 Ocak'a kadar yüz yüze veya uzaktan olmak üzere hiçbir şekilde sınav yapılmayacağını açıkladı."
Eğitim,DGS ek yerleştirme sonuçları açıklandı,"Ölçme, Seçme ve Yerleştirme Merkezi Başkanlığınca düzenlenen Dikey Geçiş Sınavı'nın (2020-DGS) ek yerleştirme sonuçları açıklandı."
Eğitim,Nüfus müdürlükleri hafta sonu açık olacak,"Ölçme, Seçme ve Yerleştirme Merkezi (ÖSYM), hafta sonu yapılacak sınavlar için sınav merkezlerindeki il ve ilçe nüfus müdürlüklerinin hafta sonu açık bulundurulacağını açıkladı."
Eğitim,Bakan Ziya Selçuk'tan sınav açıklaması,"Bakanı Selçuk, ""Çocuklar, sınavları erteleme sebebimiz, sağlığınızı koruma sorumluluğumuzdur. 1. dönem sınavlarınız 31 Aralık'tan sonra yapılacak. Unutmayın, iptal olmadı sadece ertelendi"" dedi."
Eğitim,Uzaktan eğitim modelinde motivasyon ve tutarlı olmak şart,Yıl sonuna kadar eğitim uzaktan yapılacak. Öğrencilerin bu süreci verimli geçirmesinin yolu aile ve öğretmenlerden geçiyor. Özellikle öğrencilerin motivasyonunu canlı tutmak oldukça önemli.
Eğitim,"TUS tercihleri başladı, 26 Kasım'a kadar sürecek","Tıpta Uzmanlık Eğitimi Giriş Sınavı (TUS) 2. dönem tercih işlemleri başladı. Tercihler, 26 Kasım saat 23.59'da sona erecek."
Eğitim,"Bakan Selçuk: Çocuklarımız bir kez daha evlerinde, kurallara uyalım","Milli Eğitim Bakanı Ziya Selçuk, vatandaşlara kurallara uyma çağrısı yaparak ""Çocuklarımız bir kez daha evlerinde. Biz evde de yanlarında oluruz, eğitime uzaktan da devam ederiz ama onların yeri okul. Sürecin son bulması elimizde"" dedi."
Eğitim,31 Aralık'a kadar uzaktan ya da yüz yüze sınav yapılmayacak,"Milli Eğitim Bakanı Selçuk, 31 Aralık 2020'ye kadar uzaktan yada yüz yüze sınav yapılmayacağını açıkladı. 4 Ocak tarihine kadar uzaktan eğitim devam edecek."
Eğitim,Anadolu Üniversitesi açıköğretim ve örgün eğitim sınavlarını çevrimiçi yapacak,"Anadolu Üniversitesi (AÜ), Açıköğretim, İktisat ve İşletme fakülteleri ile örgün eğitim güz yarıyıl dönem sonu sınavlarını çevrimiçi gerçekleştirecek."
ÖZEL HABER,Çocuklarının okuma azminden etkilendi,Hatice Kobal 6 yıl önce eşini kaybetti. İki çocuğu da Darüşşafaka Eğitim Kurumları'nı kazanınca onların çalışma azminden etkilendi ve eğitim hayatına geri döndü.
