Kategori,Başlık,İçerik
Ekonomi,Borsa güne yükselişle başladı,"Borsa İstanbul'da BIST 100 endeksi, güne yüzde 0,07 yükselişle 7.786,08 puandan başladı."
Ekonomi,Üçüncü çeyrek işsizlik rakamları açıklandı,"Türkiye'de işsizlik oranı, bu yılın üçüncü çeyreğinde bir önceki çeyreğe göre 0,5 puanlık azalışla yüzde 9,2 oldu."
Ekonomi,VİOP'ta endeks kontratı güne yükselişle başladı,"Borsa İstanbul Vadeli İşlem ve Opsiyon Piyasası'nda (VİOP) aralık vadeli BIST 30 endeksine dayalı kontrat, güne yüzde 0,2 artışla 8.582,25 puandan başladı."
Ekonomi,Küresel piyasalar veri takvimine odaklandı,"Küresel piyasalarda yön arayışı devam ederken, bugün gözler dünya genelinde açıklanacak yoğun veri takvimine çevrildi."
Ekonomi,Online alışverişlerde sanal kart kullanılması tavsiye edildi,"Savunma Teknolojileri Mühendislik ve Ticaret AŞ'nin (STM) Siber Tehdit Durum Raporu'nda, siber dolandırıcılık suçlarının arttığına dikkati çekerek, ""Aynı parola birden fazla hesap için kullanılmamalı, online alışverişlerde 3D secure sistemi ve sanal kart kullanılmalı"" uyarısı yaptı."
Ekonomi,Küresel borçlar 307 trilyon doları aştı,"Küresel borç seviyesi, bu yılın üçüncü çeyreğinde 307,4 trilyon dolara ulaştı."
Ekonomi,SPK'den 4 kişiye 6 ay geçici işlem yasağı kararı,"Sermaye Piyasası Kurulu (SPK), 4 kişiye 6 ay süreyle geçici işlem yasağı uygulanmasına karar verdi."
Ekonomi,Borsa günü yükselişle tamamladı,"Borsa İstanbul'da BIST 100 endeksi, günü yüzde 1,50 değer kazanarak 7.780,68 puandan tamamladı."
Ekonomi,Akkuyu'nun ilk ünitesinde devreye alma aşamasına geçilecek,Akkuyu Nükleer Güç Santrali'nde (NGS) ilk ünitede genel inşaat çalışmalarının yıl sonuna doğru tamamlanması ve devreye alma aşamasına geçilmesi bekleniyor.
Ekonomi,Merkez Bankası rezervleri şubattan bu yana en yüksek seviyeye çıktı,"Türkiye Cumhuriyet Merkez Bankası (TCMB) toplam rezervleri, 10 Kasım haftasında bir önceki haftaya göre 194 milyon dolar artışla 128 milyar 614 milyon dolara çıkarak 40 haftanın en yüksek seviyesine ulaştı."
Ekonomi,KKM hesaplarından çıkış sürüyor,Kur Korumalı Mevduat hesaplarının büyüklüğü geçen hafta 82 milyar 879 milyon lira düşüşle 2 trilyon 839 milyar liraya geriledi.
Ekonomi,Bankaların kredi hacmi 11 trilyon lirayı geçti,"Bankacılık sektörünün kredi hacmi, geçen hafta 37 milyar 4 milyon lira artarak 11 trilyon 32 milyar 458 milyon liraya yükseldi."
Ekonomi,"Konut Fiyat Endeksi eylülde yüzde 4,3 arttı","Konut Fiyat Endeksi (KFE) eylülde aylık yüzde 4,3 ve yıllık yüzde 89,2 artışla 1088,1 oldu."
Ekonomi,TCMB Başkanı Erkan: Enflasyonla mücadele parasal sıkılaşma ile sürüyor,Türkiye Cumhuriyet Merkez Bankası Finansal İstikrar Raporu'nda parasal sıkılaşma ve destekleyici yönde uygulamaya alınan seçici kredi ve miktarsal sıkılaştırma adımlarıyla kredi büyümesinin dengelendiği bildirildi.
Ekonomi,Borsa İstanbul günün ilk yarısında yükseldi,"Borsa İstanbul'da BIST 100 endeksi, günün ilk yarısında yüzde 1,31 değer kazanarak 7.766,01 puana çıktı."
Ekonomi,Fahiş fiyatla mücadelede yeni dönem: İşletmeler kapatılabilecek,"Fahiş fiyatla mücadele devam ediyor. Ticaret Bakanlığı'na bağlı ekipler fahiş fiyat artışı ve stokçuluk yapanlara göz açtırmıyor. Mevzuata aykırı hareket eden işletmelerin belirli süre kapatılmasını öngören düzenleme de yolda. Peki denetimler neticesinde stokçuluk yapanlara ne kadar ceza kesildi, yeni uygulamalar ne zaman hayata geçecek?"
Ekonomi,THY'nin Detroit'e direkt uçuşları başladı,"Türk Hava Yolları (THY), İstanbul Havalimanı'ndan Detroit Metropolitan Wayne County Havalimanı'na direkt uçuş başlatarak ABD'deki 13. uçuş noktasına ulaştı."
Ekonomi,Hayvancılıkta verim destek projeleriyle artırılıyor,"Tarım ve Orman Bakanlığı'nın destek projeleriyle, ülkede büyükbaş ve küçükbaş hayvanda verimliliğin artırılmasına ve ihtiyaç duyulan ekipmanların karşılanmasına katkı sağlanıyor."
Ekonomi,Karadeniz Teknik Üniversitesi 11 öğretim üyesi alacak,Karadeniz Teknik Üniversitesi'ne (KTÜ) 11 öğretim elemanı alınacak. Başvurular 29 Kasım'a kadar yapılabilecek.
Ekonomi,Rüzgar enerjisi dev adımlarla büyüyor,"Yenilenebilir enerji kaynaklarından rüzgara büyük çaplı yatırımlar yapılıyor. Ancak küçük bir türbinle kurulacak sistem sayesinde, ev ve küçük işletmelerde ihtiyaç duyulan elektriği rüzgardan elde etmek mümkün. Özellikle Marmara, Ege, Akdeniz ve Karadeniz'de çevreci bir çözüm olarak rüzgar enerjisinden yararlanılabilir."
Ekonomi,Türkiye'deki iklimlendirme sektörüne yabancı yatırımcıların ilgisi artıyor,"Türkiye Odalar ve Borsalar Birliği (TOBB) Türkiye İklimlendirme Meclisi Başkanı Zeki Poyraz, iklimlendirme sektöründeki firmalara yabancı yatırımcı ilgisinin büyük olduğunu belirterek, ""Yabancı yatırımcılar Türkiye'de sıfırdan tesis kurmak veya şirket satın almak istiyor"" dedi."
Ekonomi,Milli Banliyö Treni 2024'te kullanılmaya başlanacak,"Türkiye Raylı Sistem Araçları Sanayi AŞ (TÜRASAŞ) tarafından tasarım ve prototip çalışmaları devam eden ""Milli Banliyö Tren Seti""nin gelecek yıl tamamlanması ve ilk setlerin Gaziray Projesi'nde kullanılması planlanıyor."
Ekonomi,Merkez Bankası Finansal İstikrar Raporu'nu yayımladı: Enflasyonla kararlı mücadelemizi sürdürüyoruz,"Merkez Bankası Finansal İstikrar Raporu'nda, enflasyonla kararlı mücadelenin 
haziran ayında başlatılan güçlü parasal sıkılaştırma ile sürdürüldüğü belirtildi."
Ekonomi,Bu ay 582 milyon lira destek ödemesi yapıldı,"Aile ve Sosyal Hizmetler Bakanı Mahinur Özdemir Göktaş, çocukların sosyal açıdan desteklenmesi ve eğitim giderlerinin karşılanması için bu ay 582 milyon lira Sosyal ve Ekonomik Destek (SED) ödemesi yaptıklarını belirtti."
Ekonomi,AR-GE'ye 2022'de yaklaşık 199 milyar lira harcandı,"Türkiye'de araştırma ve geliştirme harcamalarının tutarı, 2022'de bir önceki yıla kıyasla 96 milyar 932 milyon lira artarak, 198 milyar 670 milyon lira oldu."
Ekonomi,Borsa güne yükselişle başladı,"Borsa İstanbul'da BIST 100 endeksi, güne yüzde 0,12 yükselişle 7.675,35 puandan başladı."
Ekonomi,Türkiye'de ekimde 93 bin 761 konut satıldı,"Türkiye genelinde konut satışları ekimde geçen yılın aynı ayına göre yüzde 8,7 azalarak 93 bin 761 oldu."
Ekonomi,Bakan Kacır'dan AB'ye Gümrük Birliği ve vize serbestisi mesajı,"Sanayi ve Teknoloji Bakanı Kacır, Gümrük Birliği güncellemesinin hem Türkiye'ye hem Avrupa Birliği'ne fayda sağlayacağını belirterek, vize serbestisi konusunda da Türkiye'nin daha adil bir yaklaşıma muhatap olması gerektiğini kaydetti."
Ekonomi,TİGEM ihaleyle inek sütü satacak,"Tarım ve Orman Bakanlığı Tarım İşletmeleri Genel Müdürlüğü (TİGEM), 12 tarım işletmesinde gelecek yıl üretilmesi planlanan tahmini 65 bin 835 ton inek sütünün ihaleyle satışını yapacak."
Ekonomi,Küresel piyasalar karışık seyrediyor,"Küresel piyasalar karışık bir seyir izlerken, bugün gözler ABD'de haftalık işsizlik maaşı başvuruları, kapasite kullanım oranı, yurt içinde ise konut satışları, konut fiyat endeksi ve haftalık para ve banka istatistiklerine çevrildi."
Ekonomi,"Yanıltan ""kasım indirimleri” reklamlarına 2,7 milyon lira ceza","Elektronik ticarette geleneksel hale gelen “kasım indirimleri”ne ilişkin reklamlar başta olmak üzere, kasım ayı içerisinde Reklam Kurulu gündemine gelen 16 adet indirimli satış dosyası hakkında durdurma cezası ile birlikte toplam 2,7 milyon TL idari para cezası uygulandı."
Ekonomi,IMF: Merkez bankası dijital para birimleri fiziki paranın yerini alabilir,"Uluslararası Para Fonu (IMF) Başkanı Kristalina Georgieva, merkez bankası dijital para birimlerinin ada ekonomilerinde, dağıtılması maliyetli olan fiziki paranın yerini alabileceğini ifade etti."
Ekonomi,Bakan Kacır'dan Brüksel'de Türkiye'ye yatırım çağrısı,"Bakan Kacır, Avrupalı yatırımcılarla yakın işbirliği yapmak istediklerini belirterek, ""Avrupalı yatırımcılara kapılarımız sonuna kadar açık"" açıklamasını yaptı."
Ekonomi,Ocakta memur maaşlarında yüzde 50 artış öngörülüyor,"Milyonlarca memur ve emeklisi için yapılacak zam, ocak ayında netlik kazanacak. Yeni yılda maaşlara yüzde 50 zammın yansıması bekleniyor. Peki, sene sonu enflasyon öngörüsüne göre en düşük memur maaşı ne olacak?"
Ekonomi,Bakan Ersoy: Turizm gelirimiz bu yıl 42 milyar dolar oldu,"Kültür ve Turizm Bakanı Mehmet Nuri Ersoy, bu yıl Türkiye'ye gelen turist sayısında rekor artış yaşandığına dikkati çekti. Ersoy, turizm gelirinin ocak-eylül döneminde 42 milyar dolar olduğunu açıkladı."
Ekonomi,"AB, iş gücü eksiğini kapatmak için ""yetenek havuzu"" oluşturmayı planlıyor","Avrupa Birliği (AB) Komisyonu, üye ülkelerde bazı sektörlerde bulunan nitelikli iş gücü açığını gidermek amacıyla ""AB Yetenek Havuzu"" oluşturmak üzere plan hazırladı."
Ekonomi,AB ekonomik büyüme tahminini düşürdü,"Avrupa Birliği (AB) Komisyonu, Euro Bölgesi'nde bu yılki ekonomik büyüme beklentisini yüksek enflasyon, para politikasının sıkılaşması ve talepteki daralma nedeniyle yüzde 0,6'ya indirdi."
Ekonomi,Bakan Işıkhan'dan asgari ücret açıklaması: En temel ilkemiz enflasyona ezdirmemek,"Çalışma ve Sosyal Güvenlik Bakanı Vedat Işıkhan, aralık ayında başlayacak asgari ücret görüşmelerine ilişkin, ""Cumhurbaşkanımızın da dediği gibi çalışanlarımızı enflasyona ezdirmeme ilkesi bizim için en temel ilke olacak"" dedi."
Ekonomi,Borsa İstanbul günün ilk yarısında yükseldi,"Borsa İstanbul'da BIST 100 endeksi, günün ilk yarısında yüzde 0,10 değer kazanarak 7.678,89 puana çıktı."
Ekonomi,"Organik ve iyi tarım uygulamalarına 2,1 milyar lira destek sağlandı","Tarım ve Orman Bakanlığı, organik ve iyi tarım uygulamaları kapsamında bugüne kadar 2,1 milyar lira destek ödemesi yaptı. Destekler, organik arıcılıktan bitkisel üretime kadar çeşitli alanlarda yetiştirici ve üreticilere katkı sağlamış oldu."
Ekonomi,Bakan Şimşek: Ekonomik programın sonuçları 2024'ün ikinci yarısında görülecek,"Hazine ve Maliye Bakanı Mehmet Şimşek, ""Uyguladığımız ekonomik programın sonuçları 2024’ün ikinci yarısından itibaren net bir şekilde görülecek"" dedi."
Ekonomi,ABD'de yavaşlayan enflasyon faiz artışı beklentilerini şimdilik masadan kaldırdı,"ABD'de ekim ayı Tüketici Fiyat Endeksi (TÜFE) verileri enflasyonda yavaşlamaya işaret ederken, ABD Merkez Bankasının (Fed) faiz artışlarında sona gelmiş olabileceği yönündeki beklentileri kuvvetlendirdi."
Ekonomi,"Türkiye'nin kredi risk primi son 2,5 yılın en düşük seviyesinde","Türkiye'nin 5 yıllık kredi risk primi (CDS) dün 364,64 baz puana inerek yaklaşık son 2,5 yılın en düşük seviyesini test etti."
Ekonomi,"TÜRK-İŞ, asgari ücret görüşmelerine 4 işçiyle katılacak","Yeni yılda geçerli olacak asgari ücretin belirlenmesi için aralık ayında yapılacak görüşmelerde, TÜRK-İŞ heyetinde 4 işçi olacak."
Ekonomi,Ücretli çalışan sayısı eylülde arttı,"Sanayi, inşaat ve ticaret-hizmet sektörleri toplamında ücretli çalışan sayısı, eylülde geçen yılın aynı ayına göre yüzde 3 artış gösterdi. Bu dönemde çalışan sayısının en çok arttığı sektör sanayi oldu."
Ekonomi,"Yeşil dönüşümün finansmanı için ""Türkiye Yeşil Fonu"" kurulacak","Hazine ve Maliye Bakanı Mehmet Şimşek, yeşil dönüşüm faaliyetlerin finansmanı amacıyla ""Türkiye Yeşil Fonu"" adında yeni bir fon kuracaklarını açıkladı."
Ekonomi,Borsa güne yükselişle başladı,"Borsa İstanbul'da BIST 100 endeksi, güne yüzde 0,59 yükselişle 7.716,07 puandan başladı."
Ekonomi,"AB, Türk şirketlerini değer zincirinin ayrılmaz parçası olarak görüyor","Avrupa Birliği (AB) Komisyonu Komşuluk ve Genişlemeden Sorumlu Üyesi Oliver Varhelyi, Türk şirketlerinin AB değer zincirlerinin ayrılmaz bir parçası olduğunu ve Avrupa pazarında çok güçlü rakipler haline geldiklerini söyledi."
Ekonomi,Almanya'nın ana hidrojen ağı yaklaşık 20 milyar euroya mal olacak,Almanya’da 2032'de faaliyete geçmesi planlanan hidrojen ağı çekirdek altyapısının 9 bin 700 kilometreyi aşacağı ve yaklaşık 20 milyar euroya mal olacağı duyuruldu.
Ekonomi,Tarım makinelerinin deney işlemlerinde düzenleme,"Tarım ve Orman Bakanlığı, çiftçinin tarım makinelerindeki teknolojik dönüşümlere daha hızlı ulaşmasını sağlamak amacıyla deney ve belgelendirme işlemlerinde düzenlemeye gitti."
Ekonomi,Trabzon'da hamsinin kilosu 50 liradan satılıyor,"Trabzon'da balıkçı tezgahlarında havaların soğumasıyla balık çeşitleri arttı. Balıkçılar, geçen yıl hamsinin çok olmadığını belirterek bu yıl vatandaşların hamsiye ilgisinin daha çok olduğunu söyledi. Hamsinin kilogramı 50 liradan satışa sunuluyor."
Ekonomi,Bakan Bayraktar: Hedefimiz Türkiye'yi net maden ihracatçısı yapmak,"Enerji ve Tabii Kaynaklar Bakanı Alparslan Bayraktar ""Bizim önümüzdeki dönem için hedefimiz, Türkiye'yi madenler konusunda net ihracatçı konuma getirmek."" dedi."
Ekonomi,Bakan Bolat: İhracatçılara 5 milyar liranın üzerinde destek paketi hazırladık,"Ticaret Bakanı Ömer Bolat, hizmet ihracatçılarına verilen desteğin yıl sonuna kadar 2,5 milyar liraya ulaşacağını, gelecek yıl için ise 5 milyar liranın üzerinde destek paketi hazırladıklarını açıkladı."
Ekonomi,Borsa günün ilk yarısını yatay kapattı,"Borsa İstanbul'da BIST 100 endeksi, günün ilk yarısında yüzde 0,03 değer kaybederek 7.566,12 puana indi."
Ekonomi,Kozmetik sektöründeki 9 şirkete 108 milyon lira ceza,"Rekabet Kurulu, kozmetik ve kişisel bakım ürünleri sektöründeki 9 şirkete, rekabet kurallarını ihlal ettikleri gerekçesiyle toplam 108 milyon 566 bin 510 lira idari para cezası verilmesini uygun buldu."
Ekonomi,"Türkiye'de 2022'de 109,2 milyon ton atık oluştu","Türkiye'de geçen yıl imalat sanayi iş yerleri, maden işletmeleri, termik santraller, OSB ve hane halklarında 29,4 milyon tonu tehlikeli olmak üzere toplam 109,2 milyon ton atık meydana geldi."
Ekonomi,Fenerbahçe borsada da yatırımcısını sevindirdi,"Borsa İstanbul'da işlem gören spor şirketleri arasında geçen ayı yüzde 27,7 yükselişle tamamlayan Trendyol Süper Lig'in zirvesindeki Fenerbahçe Futbol AŞ yatırımcısına en fazla kazandıran spor şirketi oldu."
Ekonomi,"İnek sütü miktarı eylülde yıllık bazda yüzde 4,6 arttı","Türkiye genelinde toplanan inek sütü miktarı, eylülde geçen yılın aynı ayına göre yüzde 4,6 artışla 786 bin 213 tona yükseldi."
Ekonomi,Borsa İstanbul güne yükselişle başladı,"Borsa İstanbul'da BIST 100 endeksi, güne yüzde 0,44 yükselişle 7.601,37 puandan başladı."
Ekonomi,VİOP güne yükselişle başladı,"Borsa İstanbul Vadeli İşlem ve Opsiyon Piyasası'nda (VİOP) aralık vadeli BIST 30 endeksine dayalı kontrat, güne yüzde 0,4 artışla 8.333,50 puandan başladı."
Ekonomi,"Kamu alacakları için gecikme zammı yüzde 3,5, tecil faizi ise yıllık yüzde 36 oldu","Kamu alacakları için uygulanan gecikme zammı oranı yüzde 3,5, tecil faiz oranı ise yıllık yüzde 36 olarak belirlendi."
Ekonomi,"Bakan Bolat: Cari işlemler eylülde 1,9 milyar dolar fazla verdi","Cari işlemler hesabı eylül ayında 1,9 milyar dolar fazla verdi. Böylece aylık cari fazla son 23 ayın en yüksek seviyesinde gerçekleşti. Ticaret Bakanı Ömer Bolat, cari işlemler hesabında kalıcı iyileşme için çalışmaların kararlılıkla sürdüğünü belirtti."
Ekonomi,Küresel piyasalarda gözler ABD'nin enflasyon verilerine çevrildi,"Küresel piyasalarda, ABD'de bugün açıklanacak enflasyon verileri öncesinde temkinli bir seyir izlenirken, bugün Fed yetkililerinin sözle yönlendirmeleri de yatırımcıların odağında bulunuyor."
Ekonomi,Bağ-Kur ve Emekli Sandığı emeklilerine 5 bin lira destek ödemesi bugün yapılacak,"Emeklilere bir defaya mahsus verilecek 5 bin liralık destek kapsamında, SSK emeklilerinin ödemeleri sürüyor. Bağ-Kur ve Emekli Sandığı emeklilerine de ödemeler bugün yapılacak."
Ekonomi,Geçen yıl en çok turist ağırlayan 5. ülke Türkiye oldu,Uluslararası denetim ve danışmanlık şirketi Ernst & Young (EY) turizm ve konaklama sektörüne ilişkin hazırladığı Turizm Sektörü Değerlendirmesi 2023 raporunun sonuçlarını açıkladı. En çok ziyaret edilen şehir İstanbul olurken en çok ziyaretçi de Rusya'dan geldi.
Ekonomi,Hazır beton sektöründen indirim kampanyasına destek,"Ticaret Bakanı Ömer Bolat, hazır beton üretici ve satıcısı işletmelerin kendisine, ""Cumhuriyetimizin 100. yılında halkımızın ve devletimizin yanındayız"" başlıklı fiyat indirme kampanyasına katılacakları taahhüdünde bulunduğunu bildirdi."
Ekonomi,Bakan Şimşek: Cari dengede iyileşmenin devamını bekliyoruz,"Hazine ve Maliye Bakanı Mehmet Şimşek, ""Yıllık cari dengede son iki ayda 7,3 milyar dolar iyileşme sağlandı. Program öngörülerimiz doğrultusunda bu iyileşmenin devamını bekliyoruz"" dedi."
Ekonomi,Roketsan son teknoloji ürünleriyle Körfez'de,"Roketsan, Birleşik Arap Emirlikleri'nde düzenlenen Dubai Airshow 2023'te ürünlerini sergiliyor. Fuarda son teknoloji ürününü sergileyen Roketsan, dünyanın en önemli pazarlarından biri olan Körfez’deki işbirliklerini artırmayı hedefliyor."
Ekonomi,THY 355 uçak alımı için Airbus ile görüşüyor,"Türk Hava Yolları (THY), Airbus firması ile 2026-2036 yılları arasında teslim edilmek üzere 240'ı kesin, 115'i opsiyon toplamda 355 uçağın satın alınmasına ilişkin görüşüldüğünü duyurdu."
Ekonomi,Batı Akdeniz'in 10 aylık ihracatı 2 milyar doları aştı,"Antalya, Isparta ve Burdur'u kapsayan Batı Akdeniz bölgesinden 2 milyar 180 milyon 312 bin 152 dolarlık ihracat gerçekleştirildi."
Ekonomi,Ek MTV'nin ikinci taksiti ay sonuna kadar ödenecek,Ek motorlu taşıtlar vergisinin ikinci taksit ödeme süresi 30 Kasım'da sona erecek.
Ekonomi,Bağkur ve Emekli Sandığı emeklilerine 5 bin lira destek ödemesi yarın yapılacak,"Emeklilere bir defaya mahsus verilecek 5 bin liralık destek kapsamında, SSK emeklilerinin ödemeleri sürüyor. Bağkur ve Emekli Sandığı emeklilerine de ödemeler yarın yapılacak."
Ekonomi,Yolcuların yüzde 89'u İstanbul Havalimanı'nı beğendi,"İstanbul Havalimanı İşletmecisi İGA'nın, havalimanını kullanan yolcular arasında yaptığı ankette beğeni oranı yüzde 89 ölçüldü."
Ekonomi,Fahiş fiyat ve stokçuluk yapan firmalara 710 milyon lira para cezası,"Ticaret Bakanı Ömer Bolat, fahiş fiyat, stokçuluk ve haksız ticari uygulamalarla kararlılıkla mücadele ettiklerini belirterek, piyasa bozucu ve tüketicilere zarar veren faaliyetlere yönelik yılın başından bu yana toplam 710 milyon lira idari para cezası uygulandığını açıkladı."
Ekonomi,Emtia piyasasında düşüş eğilimi devam etti,"Dünya genelinde ekonomilerin yavaşlayacağına dair endişelerin güç kazanmasıyla emtia piyasasındaki düşüş eğilimi geçen hafta da devam etti. Geçen hafta 4,61 dolarla Aralık 2020’den bu yana en düşük seviyeyi gören mısır haftayı yüzde 2,8 düşüşle tamamladı. Pamuk geçen hafta 0,7477 dolarla 1 yılın en düşük seviyesini test etti."
Ekonomi,İkinci el otomotiv pazarında fiyatlar düşüyor,"Türkiye'de ikinci el çevrim içi binek ve hafif ticari araç pazarında ekimde 134 bin 259 adet satış olurken, ekimde fiyatlar bir önceki aya göre yüzde 1,54 geriledi. İkinci el çevrim içi oto satışlarında en fazla pay dizel motorlu otomobillerin oldu."
Ekonomi,"Cari işlemler hesabı, eylülde fazla verdi","Cari işlemler hesabı, eylülde 1 milyar 876 milyon dolar fazla verdi. Bu dönemde, altın ve enerji hariç cari işlemler hesabında 7 milyar 118 milyon dolar fazla oluştu."
Ekonomi,"""Evde Bakım Yardımı"" kasım ödemeleri başladı","Bakıma ihtiyacı olan tam bağımlı vatandaşlar ve ailelerine ekonomik destek sağlamak amacıyla bu ay toplam 2,8 milyar milyar TL Evde Bakım Yardımı hesaplara yatırılmaya başlandı."
Ekonomi,Toplam ciro endeksleri arttı,"Takvim etkisinden arındırılmış sanayi, inşaat, ticaret ve hizmet sektörleri toplam ciro endeksi, eylülde yıllık yüzde 64,1 arttı."
Ekonomi,Bakan Şimşek'ten ihracatçılara yeni finansman çözümü,"Hazine ve Maliye Bakanı Mehmet Şimşek, ihracatçıların Türk Eximbank kredilerine erişiminde yeni bir dönemi başlattıklarını belirterek, ""Türk Eximbank, katma değerli ve yüksek teknolojili ihracat yapan firmaların finansman sorunlarını çözme amacıyla, teminat mektubunun yanı sıra farklı teminat türleriyle kredi kullandırılmasını sağlayacak"" dedi."
Ekonomi,Borsa yeni haftaya yükselişle başladı,"Borsa İstanbul'da BIST 100 endeksi, haftaya yüzde 0,17 yükselişle 7.784,33 puandan başladı."
Ekonomi,Perakende satış hacmi arttı,"Sabit fiyatlarla perakende satış hacmi, eylülde geçen yılın aynı ayına göre yüzde 13,8 artış kaydetti."
Ekonomi,Küresel piyasalar enflasyon verilerine odaklandı,"Küresel piyasalarda yön arayışı sürerken, bu hafta gözler dünya genelinde açıklanacak enflasyon verilerine çevrildi."
Ekonomi,Merkez Bankası 'Yatırımcı Günleri'nin ilki New York'ta düzenlenecek,"Türkiye Cumhuriyet Merkez Bankası (TCMB), ""Yatırımcı Günleri"" düzenleyeceğini duyurdu. Etkinliklerin ilki, 11 Ocak'ta New York’ta gerçekleştirilecek."
Ekonomi,Darphane ve Damga Matbaası Genel Müdürlüğü 50 işçi alacak,"Hazine ve Maliye Bakanlığı Darphane ve Damga Matbaası Genel Müdürlüğü, 50 kamu işçisi istihdam edecek."
Ekonomi,Kırklareli Üniversitesi 10 akademik personel alacak,"Kırklareli Üniversitesi (KLÜ), çeşitli fakültelerde görevlendirilmek üzere 10 akademik personel istihdam edecek."
Ekonomi,Bakan Şimşek: Türkiye'ye yatırımcı güveni geri geldi,"Bakan Şimşek, ""Türkiye'ye yatırımcı güveni geri geldi. Türkiye'nin kredi risk primi (CDS), mayıstaki 700 baz puan seviyesinden 400 baz puanın altına indi. Türkiye'nin risk primi neredeyse yarıya inmiş durumda yani yatırımcı güveni geliyor, bu da sermaye girişine yol açacak"" açıklamasını yaptı."
Ekonomi,Sedir mantarından ülke ekonomisine 550 milyon lira katkı bekleniyor,"Mantar türleri arasında çok yüksek ticari değeriyle dikkati çeken sedir mantarı, ihraç ürünü olarak da öne çıkıyor. Uzak Doğu ülkelerine ihraç edilen mantardan ülke ekonomisine 550 milyon lira katkı bekleniyor."
Ekonomi,Avrasya Tüneli'nden araç geçişinde rekor,"Avrasya Tüneli, 10 Kasım'da 86 bin 576 birim araçla günlük trafik garanti rakamını aşarak rekor tazeledi."
Ekonomi,Ağustosta 1301 yatırım teşvik belgesi verildi,"Sanayi ve Teknoloji Bakanlığı, ağustosta 1301 yatırım teşvik belgesi düzenledi. Bakanlığın ağustos ayına ilişkin yatırım teşvik belgesi listesi Resmi Gazete'de yayımlandı."
Ekonomi,"Su ürünleri ihracatı 10 ayda 1,4 milyar dolar oldu","Türkiye Su Ürünleri ve Hayvansal Mamuller İhracatçı Birlikleri Sektör Kurulu Başkanı Sinan Kızıltan, yıl sonunda 1,7 milyar dolara yükselmesini bekledikleri su ürünleri ihracatında 2024 hedefinin 2 milyar dolar olduğunu söyledi."
Ekonomi,TPAO'nun 3 sahasının ruhsat süresi 2 yıl uzatıldı,"Türkiye Petrolleri Anonim Ortaklığı'nın (TPAO) Kırklareli, Tekirdağ, Diyarbakır, Batman ve Siirt'te bulunan 3 sahasının ruhsat süreleri 2 yıl uzatıldı."
Ekonomi,THY tarihindeki en büyük uçak alımına hazırlanıyor,"Türk Hava Yolları (THY) yönetimi, tarihinin en büyük uçak siparişi için Airbus yetkilileri ile İstanbul'da bir araya geldi."
Ekonomi,"""Türkiye e-ihracat Platformu"" faaliyete geçiyor","Ticaret Bakanı Ömer Bolat, ihracatçılar için yeni kanallar açmaya çalıştıklarını belirterek, ""Türkiye e-ihracat Platformu""nu yakında başlatacaklarını söyledi."
Ekonomi,"Elektrikli araç sektörü ""mahir el"" arıyor","Türkiye'nin otomobili Togg'un da yollara çıkmasıyla ülkede hızla artan elektrikli araç sayısı, şarj istasyonu ihtiyacının yanı sıra kaza sonrası müdahale ve arabaların bakım-onarım sorunlarını giderecek uzman personel ihtiyacını gündeme taşıdı."
Ekonomi,Bakan Bolat: Bir günlük ihracatımız 1 milyar 260 milyon dolar,"Ticaret Bakanı Ömer Bolat, ""Dün bir günlük ihracatımız 1 milyar 260 milyon dolar oldu. Bu yılı 255 milyar dolar mal ihracatı, 100 milyar doların üzerinde hizmet ihracatı olmak üzere 355 milyar dolar toplam döviz girdisi ile bitirmeyi hedefliyoruz"" dedi."
Ekonomi,Termal tesisler ara tatilde doldu,"Balıkesir, Kütahya ve Yalova'daki termal tesislerde, ilk ve ortaöğretim kurumlarında 2023-2024 eğitim ve öğretim yılı birinci dönem ara tatili başlamasıyla yüzde 100 doluluk oranına ulaşıldı."
Ekonomi,Deprem bölgesinde KOSGEB desteğine 30 bin 723 başvuru,"Sanayi ve Teknoloji Bakanlığı Küçük ve Orta Ölçekli İşletmeleri Geliştirme ve Destekleme İdaresi (KOSGEB) Başkanı Ahmet Serdar İbrahimcioğlu, Kahramanmaraş merkezli depremlerin etkilediği 11 ildeki KOBİ'ler için sundukları desteğe 30 bin 723 başvurunun yapıldığını söyledi."
Ekonomi,"TPAO, 'yatırım fırsatı' reklamlarına karşı uyardı","TPAO Genel Müdür Bilgin, ""yatırım fırsatı"" adı altında vatandaşı hedef alan 50 bin yanıltıcı reklamı sosyal medyadan kaldırttıklarını ve 5 bin hesaba karşı da hukuki çalışma yürüttüklerini söyledi."
Ekonomi,Küresel piyasalar ABD'nin enflasyon verilerine odaklandı,"Küresel piyasalar, Avrupa hariç alış ağırlıklı seyrederken, gözler ABD'de açıklanacak enflasyon verilerine çevrildi."
Ekonomi,KİT'ler yatırımlarını yüzde 179 artırdı,Kamu iktisadi teşebbüsleri (KİT) geçen yıl sonu itibarıyla yatırımlarını bir önceki seneye göre yüzde 179 artırarak 109 milyar 300 milyon liraya yükseltti.
