Kategori,Başlık,İçerik
Çevre,Cumhurbaşkanı Erdoğan'dan 5 Haziran Dünya Çevre Günü mesajı,"Cumhurbaşkanı Recep Tayyip Erdoğan, 5 Haziran Dünya Çevre Günü mesajında ""Hem ülkemizi ve hem de dünyayı daha yaşanabilir ve temiz çevre ile buluşturmak için çalışmaya devam edeceğiz"" ifadelerine yer verdi."
ÖZEL HABER,'Yatağında zehirlenen' Ergene Nehri yıllardır can çekişiyor,Ergene Nehri uzun süredir kirlilikle anılıyor. Nehrin temizlenmesi için 2011'de Ergene Havzası Koruma Eylem Planı başlatıldı. Plan kapsamında yürütülen projede ortak su arıtma tesisleri yapılıyor. Bölge halkı bu tesislerden ümitli.
Çevre,"AB mahkemesi: Almanya, AB'nin hava kalitesi kurallarını ihlal etti","Avrupa Birliği mahkemesi, Almanya'nın hava kirliliğine neden olan azot dioksit miktarını sınırlamaya yönelik yeterli tedbir almadığına ve birlik mevzuatına aykırı davrandığına hükmetti."
Çevre,Kedilerini kurtarmak için yanan eve girmeye çalışan kişiyi polis durdurdu,"Çorum'da evinin yandığını gören Çelebi Cindil isimli kişi, ""Kedilerim içeride"" diyerek eve girmeye çalıştı. Polis ekiplerince güçlükle durdurulan Cindil, alevlerin söndürülmesinin ardından sağlık durumu iyi olan kedilerine kavuştu."
DOSYA HABER,Küresel iklim değişikliği tarladan sofraya yanaşıyor,"Küresel iklim değişikliği yüzyılın en önemli problemlerinden biri... En büyük etkisi sıcaklık artışı ve kuraklık. İklim değişikliğinin bu yansımaları, tarımda da kendini gösteriyor."
Çevre,Sri Lanka'daki konteyner gemisi batıyor: Çevre felaketi endişesi,Sri Lanka'nın başkenti Kolombo açıklarında kimyasal madde taşıyan ve 20 Mayıs'ta yanmaya başlayan konteyner gemisinin batmakta olduğu bildirildi. Gemideki kimyasal maddelerin çevre felaketine yol açabileceği belirtiliyor.
Çevre,Akdeniz’in resif oluşturabilen tek mercan türü tehlike altında,"Çanakkale Boğazı’nda bulunan ve nesli tehlike altındaki türler listesinde yer alan mercan türü Cladocora Caespitosa’nın sayısı, bilinçsizce atılan balık ağları nedeniyle günden güne azalıyor."
DOSYA HABER,Hikayenize bir selfie eklemek geleceği nasıl tehdit eder?,"İnternet, tek bir düğmeye dokunarak mesaj göndermemize, resim ve video paylaşmamıza, izin veriyor. Ancak çevrimiçi alışkanlıklarımızın çevre üzerinde şaşırtıcı bir etkisi var. Bu etki, kelebek etkisine dönüşerek geleceği tehdit edebiliyor."
Çevre,Deniz kirliliği önce balıkları vuruyor,"Balık sağlığını etkileyen olumsuz faktörlerin başında deniz kirliliği geliyor. Paraziter hastalıkları tetikleyen kirlilik, çoğunlukla ölümlere sebep oluyor."
ÖZEL HABER,Mavi sularda deniz salyası tehdidi,"Yaklaşık beş aydır Çanakkale Boğazı’nda ve Marmara Denizi’nde yoğun şekilde gözlenen deniz salyası, sucul ekosistemdeki canlılar için tehdit oluşturuyor. Bu sorunun sebep ve sonuçlarını uzmanıyla konuştuk."
Çevre,Antarktika'da dünyanın en büyük buz dağı oluştu,"Avrupa Uzay Ajansı (ESA), Antartika'daki Weddell Denizi'ndeki buz kütlesinden devasa bir buz parçasının ayrıldığını ve ayrılan parçanın dünyanın en büyük buz dağını oluşturduğunu açıkladı. Ayrılan parça neredeyse Trabzon büyüklüğünde."
Çevre,Kapanma dönemlerinde hava kirliliği azalıyor,Araç emisyonlarına bağlı hava kirlilik oranı koronavirüs tedbirleri kapsamında uygulanan kapanma dönemlerinde yüzde 30'dan fazla azalıyor.
Çevre,Küresel ısınma büyük şehirleri daha fazla etkiliyor,"Şiddetli yağış, dolu, hortum… Küresel ısınmanın etkileri giderek daha sık görülüyor. Ani ve güçlü meteorolojik olaylardan büyük şehirler daha fazla etkileniyor. Uzmanlar, şehirlerde oluşan ısı adalarının buna sebep olduğunu söylüyor."
ÖZEL HABER,Güneş enerjisi endüstrisi yeni ihracat kapısı olabilir,"Türkiye'nin yenilenebilir enerji hamlelerinden biri de denize kurulu güneş panelleri. Sektöre yakın isimler, gerekli adımların atılması halinde, Türkiye’nin güneş enerjisi zengini olarak, çok büyük bir ihracat potansiyeli yakalayacağı görüşünde."
DOSYA HABER,Endüstri devriminin parlayan yıldızı: Elektrikli otomobiller,"Elektrikli otomobillerin sayısı her geçen gün artıyor. Bu araçlar, hem çalışma prensibiyle hem de sürüş şekliyle alışkın olduğumuz araç deneyiminden çok farklılar. Peki neleri değiştiriyorlar ve ne gibi farklar yaratacaklar? Detaylar haberimizde."
Çevre,"İtalya, nesli tükenme tehlikesinde olan kuşun avlanmasına izin verdi","İtalya hükümeti 7,5 milyon kaplumbağa güvercininin avlanmasına yeşil ışık yaktı."
DOSYA HABER,Türkiye’nin yükselen enerji kaynağı: Rüzgar,"Türkiye’de rüzgardan enerji üretimi her yıl daha da artıyor. Çanakkale, rüzgar santrallerinin en yoğun olduğu yer. Ancak potansiyeli bulunan diğer bölgelere de rüzgar türbinleri kurularak enerji elde ediliyor."
Çevre,Küresel karbon emisyonlarında rekor artış yaşanacak,"Uluslararası Enerji Ajansına göre, küresel karbon emisyonları bu yıl tarihteki en büyük ikinci artışını kaydederek 1,5 milyar ton yükselecek."
Çevre,'Dünyanın en büyük buzulu' A68 eriyerek yok oldu,"ABD Ulusal Buz Merkezi, yıllar önce dünyanın en büyük buzul dağı olarak bilinen A68'in parçalara ayrılarak ""yok olduğunu"" duyurdu."
Çevre,"Japonya, Fukuşima'daki radyoaktif atık suyu denize boşaltmayı planlıyor","Japonya’da hükümet, 2011'de hasar gördükten sonra Fukuşima Dai-içi nükleer santralinde biriken radyoaktif özellikli işlenmiş atık suyu denize boşaltmaya hazırlanıyor."
Çevre,Baharda sıcaklıklar mevsim ortalamalarının üzerinde seyredecek,Tahminlere göre bahar ve yaz aylarında hava sıcaklığı Türkiye’nin büyük kısmında ortalama değerlerin üzerine çıkacak. Yağışların ise mevsim normallerinde olması bekleniyor.
Çevre,Aşk şehri Paris çöp şehrine dönüştü,"Fransa’nın romantik filmlere konu olan şehri Paris, toplanmayan çöpler yüzünden tanınmayacak hale geldi. Kentin çöp yığını içinde kalan sokaklarının fotoğrafları sosyal medyada viral oldu."
Çevre,ABD'de zehirli atık paniği: 300 evin boşaltılması talimatı verildi,"ABD'nin Florida eyaletinde atık su göletinden zehirli madde sızdığı belirlendi. Eyalette acil durum ilan edildi, 300 evin boşaltılması emri verildi."
Çevre,2 bin 400 yapay resif Marmara Adaları’nda denize bırakılacak,Deniz canlılarına yaşam alanı sunan yapay resiflerle ilgili Marmara Adaları’nda önemli bir proje yürütülüyor. Proje kapsamında 2 bin 400 yapay resif blokunun deniz tabanına yerleştirilmesi planlanıyor.
Çevre,İstanbul'da palmiyelerde 'kırmızı böcek' alarmı,"İstanbul'daki palmiye ağaçları yurt dışından gelen bir böceğin tehdidi altında. Kırmızı palmiye böceği adı verilen bu tür, son 10 yılda kentte bin 500 ağacın imha edilmesine neden oldu. Alınan önlemlerle böceğin verdiği zarar kontrol altına alındı."
Çevre,Denizlerde maske ve eldiven atığı tehlikesi,"Çevre ve Şehircilik Bakanlığı ""Sıfır Atık Mavi"" hareketi  ile 28 ilin kıyısında atık topladı. 2020'deki kapsamlı çalışmalarla denizlerden yaklaşık 20 bin ton atık çıkartıldı. Atıkların arasında 11 tona yakın maske ve eldiven de var."
Çevre,Uzman ekipler Tosya'da yaşanan ağaç kuruluklarını araştıracak,"Kastamonu’da dikilen fidanların kuruması üzerine uzman ekip kuruldu. Yurt içi ve yurt dışından gelen uzman ekip, ağaçların kuruma sebebini araştıracak."
Çevre,"Fransa, Notre-Dame Katedrali için 230 yıllık ağaçları kesiyor","Fransa'da, 2 yıl önce yanan Notre Dame Katedrali’nin kulesini ve çatısını yeniden inşa etmek için çalışmalar sürüyor. Bu kapsamda, aralarında 230 yıllık ağaçların da bulunduğu 1000 meşe ağacının kesilmesine başlandı."
Çevre,"""Kırmızı listedekiler"" fotokapana takıldı",Adıyaman’da kurulan fotokapanlar ile nesli tükenmekte olan ve korunması gereken hayvanlar kategorisinde kırmızı listede yer alan çizgili sırtlanlar ile çok sayıda yaban hayvanı görüntülendi.
Çevre,Kuşadası'nın endemik bitkisi ‘tülüşah' koruma altında,"Kuşadası Belediyesi, halk arasında 'Aydın Gaşağı' olarak da bilinen endemik bitki ‘tülüşah’  için kurtarma çalışması yürüttü. Çalışmada 17 kök tülüşah, ekipler tarafından dikkatli bir şekilde topraktan sökülüp deneme parseline taşındı."
Çevre,ABD’nin Petaluma şehrinde yeni benzin istasyonu açılamayacak,"ABD’nin California eyaletinin Petaluma şehrinde, karbon emisyonunun azaltılması amacıyla, yeni benzin istasyonu açılmasına izin verilmeyeceği açıklandı."
Çevre,Bir 'şehir madeni': Elektronik atık,"Artık hayatımızın ayrılmaz bir parçası olan elektroniklerin atıl hale geldikten sonra dönüştürülmesi büyük önem taşıyor. Zira bu cihazlarda altın, gümüş, bakır gibi 100’e yakın değerli/az değerli element var. Tabii ekonomi kadar çevre de söz konusu."
Çevre,ABD İklim Özel Temsilcisi'nden 'agresif önlem' çağrısı,"ABD İklim Özel Temsilcisi John Kerry, iklim değişikliğinin en kötü sonuçlarından kaçınılabilmesi için dünyanın sadece 9 yılı kaldığını söyledi."
ÖZEL HABER,Yunus yoksa balık da yok,Yunuslar deniz ekosisteminde önemli bir role sahip. Mavi sulardaki doğal dengenin ne ölçüde olduğunu anlamamızı sağlıyorlar.
Çevre,Orman yangınlarının yüzde 89’u insan kaynaklı,"2020, orman yangınları açısından talihsiz bir yıldı. Yıl boyunca toplam 3 bin 399 yangın çıktı, 20 bin 971 hektar alan zarar gördü. Yangınlarda insan faktörü ilk sırada yer aldı."
ÖZEL HABER,Ekonomik ve ekolojik tarım modeli: Akuaponik,"Topraksız tarım ile su ürünleri yetiştiriciliğinin birleşiminden oluşan akuaponik, hem ekonomik hem de ekolojik etkileriyle yüksek verimlilik sağlıyor."
ÖZEL HABER,Balıkçılığın bilimle buluşması: Kültür balıkçılığı,"Doğal besin kaynaklarından biri belki de en önemlisi olan balığın doğal rezervlerinde günden güne görülen azalma, alternatif yöntemlerin önemini bir kat daha artırıyor."
Çevre,Yağışların karakteri ve şiddeti değişiyor,Atmosferdeki değişimle birlikte meteorolojik olaylarda da ani değişimler gözlenmeye başladı. Günlük güneşlik bir havanın yerini aniden dolu yağışına bırakması gibi… Uzmanlara göre bunun nedeni iklim değişikliği.
Çevre,Türkiye meteorolojik kuraklık döneminde,"Verimli yağışlar her geçen yıl azalıyor. Kuraklık yavaş ve hissettirmeden geliyor. Ancak önlem almak için geç değil. Uzmanlar, özellikle yağmur suyunu değerlendirmenin önemine dikkat çekiyor."
Çevre,İstilacı türler filmle anlatıldı: En tehlikelisi balon balığı,"Çevre ve Şehircilik Bakanlığı, küresel iklim değişikliği ile Karadeniz ve Akdeniz'e taşınan istilacı türlerle ilgili film hazırladı. İstilacı türlerin en tehlikelisi, siyanürden 1200 kat daha zehirli balon balığı."
Çevre,Her 10 yıl bir öncekinden daha sıcak oluyor,"Son 10 yılda kaydedilen veriler, küresel sıcaklığın istikrarlı şekilde arttığını gösteriyor. Önceki on yıllarda da durum pek farklı değildi. Bilim insanları, ekstrem hava olayları ile yükselen sıcaklıkların doğrudan ilişkisi olduğunu vurguluyor."
Çevre,WWF'den Türkiye'ye kuraklık uyarısı: 10 şehir su krizi riski yaşıyor,"Doğal Hayatı Koruma Vakfına göre, Türkiye'de aralarında İstanbul, Ankara, İzmir, Antalya gibi şehirlerin olduğu toplam 10 kent küresel ölçekte yüksek su riski taşıyor. Uzmanlar, ""Şimdi suyumuz için seferberlik zamanı"" diyor."
Çevre,Sokak hayvanlarına yuva olmak: Kedi evi nasıl yapılır?,"Türkiye sonunda beklediği yağışlı havaya kavuştu ama o yağışlar dondurucu soğuklarla birlikte geldi. Sokakta yaşayan hayvanların hayatı tehdit altında. Ancak atacağınız birkaç küçük adımla, o hayatları kurtarmaya yardım edebilirsiniz."
Çevre,Çevreyi kirleten 5 bine yakın tesise ceza yağdı,Çevre Kanunu'na aykırı faaliyette bulunan 4 bin 905 tesise toplam 242 milyon 738 bin 912 lira idari para cezası kesildi.
ÖZEL HABER,Yağmur suyu artık her zamankinden daha kıymetli,Dünyadaki temiz su kaynakları her geçen gün azalıyor.  Çeşitli yöntemlerle kuraklığın önüne geçilmeye çalışılıyor. Yağmur suyunun yeniden kullanımı için biriktirilmesi ve depolanması da o yöntemlerden biri.
Çevre,Petrol ve doğal gaz kaynaklı metan emisyonlarında artış riski var,"2020'de yüzde 10 gerileyen metan emisyonları, güçlü önlemler alınmazsa yeniden yükselebilir. Petrol ve doğal gaz endüstrisinden kaynaklanan metan emisyonları, küresel ısınmanın en büyük sebepleri arasında."
Çevre,Araştırmalar her yıl böceklerin yüzde 2’sinin yok olduğunu gösterdi,Proceedings of the National Academies of the Sciences dergisinde böceklerin yüzde 2’sinin farklı nedenlerle her yıl yok olduğuna dikkat çekildi.
Çevre,"Düden Şelalesi köpürdü, pis koku tepkiye neden oldu","Antalya'da Düden Şelalesi'nin döküldüğü yerin 100 metre aşağısındaki kaynak çıkış noktasında oluşan köpüğün neden olduğu kötü koku, bölgede yaşayanların tepkisine neden oldu."
Çevre,"""Hamsi avcılığında örnek karar""",Tarım ve Orman Bakanlığı hamsi avcılığının 10 gün süreyle kısmi olarak yasaklandığını duyurmuştu. Uzmanlar 'örnek karar' olarak niteledikleri bu yasağı olumlu karşılıyor.
ÖZEL HABER,"""Cılız yağmur İstanbul'un su sorununa çare olamaz""",İstanbul’da yağmur etkili olsa da kuraklık tehlikesi hala kapıda. Tatlı su kaynaklarının doluluk oranı kritik seviyelerde ve uzmanlara göre gerekli tedbirlerin alınmaması durumunda şehri gelecekte daha kötü senaryolar bekliyor.
Çevre,Ayvalık’ta deniz çayırlarının korunması için BM destekli proje başlatıldı,"Balıkesir’in Ayvalık ilçesinde hayalet ağlar ve kaçak avcılık malzemelerinin, “su altının ormanları” olarak bilinen deniz çayırlarını tehdit etmesi nedeniyle Birleşmiş Milletler Küresel Çevre Fonu destekli proje başlatıldı."
Çevre,İlk 'Sıfır Atık Belgesi' Başakşehir Belediyesine verildi,"Çevre ve Şehircilik Bakanı Kurum, ilk Sıfır Atık Belgesi'ni Başakşehir Belediye Başkanı Yasin Kartoğlu'na verdi."
Çevre,İklim değişikliğiyle mücadele için 'İklim Kanunu' hazırlanacak,"Çevre ve Şehircilik Bakanı Murat Kurum, ""Meclisimiz ile İklim Kanunu'nu ilk yarı yılda hazırlayıp şehirlerimizdeki etkilerini en aza indirecek, çevremizi, doğamızı koruyacak adımları da atacağız"" dedi."
Çevre,Kazakistan'da flamingo sürüsü ilk kez dronla görüntülendi,Kazakistan'da UNESCO Dünya Mirası Listesi'ne eklenen Korgaljın Milli Parkı’na gelen pembe flamingolar drone ile görüntülendi.
Çevre,Akdeniz'de yeni kene türü bulundu,"Çukurova Üniversitesi'nde bilim insanları Akdeniz'de balıklara zarar veren yeni bir kene türünü buldu. Adenensis adı verilen kene, balıklarda tutundukları yerde yara açarak enfeksiyona sebep oluyor."
Çevre,"2020 felaketler yılı oldu: Kasırga, yangın ve seller rekor kırdı","İklim değişikliği, 2020 yılında etkisini felaketlerle gösterdi. Kasırgalar, orman yangınları, seller dünyayı kasıp kavurdu. Hazırlanan bir rapora göre, son bir yılda felaket rekoru kırıldı."
Çevre,Doğada izole tatil yapmak isteyenlerin uğrak noktası: Boraboy Gölü Tabiat Parkı,"Doğal güzellikleriyle dikkat çeken Boraboy Gölü Tabiat Parkı, koronavirüs salgını sürecinde izole tatil yapmak isteyenlerin ilk tercihleri arasında yer alıyor."
Çevre,Hindistan'da hava kirliliği korkutuyor: Geçen yıl 1 milyon 670 bin kişi öldü,"Hindistan'da yapılan bir araştırmaya göre, ülkede geçen yıl hava kirliliği nedeniyle 1,67 milyon kişi hayatını kaybetti, 36,8 milyar dolar maddi kayıp yaşandı."
Çevre,Kış kurak geçecek ama bahar tahminleri umut veriyor,"İstanbul’da baraj seviyeleri düştükçe düşüyor. Yağışlar, mevsim ortalamalarının çok gerisinde. Ancak bahar aylarında yağışların mevsim normallerinde seyredeceği tahmin ediliyor."
Çevre,G20 ülkelerinin fosil yakıt yatırımları sürüyor,"Yenilenebilir enerji yatırımları hız kazansa da yetersiz. Fosil yakıt teşviklerini sona erdirme sözü veren G20 ülkeleri, henüz bunu başarabilmiş değil."
Çevre,ABD'de güvenli su erişimi olmayan 1 milyonu aşkın insan var,"Temiz ve güvenli su erişiminin hayati önemini anladığımız şu günlerde, dünyanın çoğu yerinde bu imkanın kısıtlı olduğunu bir kez daha hatırlıyoruz. Üstelik buna gelişmiş ekonomiler, büyük metropoller de dahil. ABD'nin kentsel alanlarına bakalım."
Çevre,Bakanlıktan Kuraklık Eylem Planı: 150 yeraltı barajı yapılacak,"Tarım ve Orman Bakanlığı, küresel ısınma nedeniyle 'Kuraklık Eylem Planı' hazırladı. Buna göre, 2023 yılına kadar 150 yeraltı barajı yapılması planlanıyor. Ancak su sıkıntısı yaşanmaması için yatırımlar kadar tasarruf da önemli."
Çevre,Paris İklim Anlaşması gezegeni kurtaracak mı?,"İklim değişikliği, su kıtlığı ve gıda güvensizliğini de beraberinde getiriyor. Paris İklim Anlaşması'nın gezegeni kurtarıp kurtarmayacağını, dünyayı en fazla kirleten ülkelerin ne tür adımlar atacağı gösterecek."
Çevre,Su altı dünyasında yeni bir tür keşfedilmiş olabilir,"Bilim insanları, Meksika'nın batı kıyılarındaki sularda, daha önce bilinmeyen bir gagalı balina türünün keşfedilmiş olunabileceğini açıkladı."
Çevre,BM Çevre Programı: Dünya bu yüzyılda 3 dereceden fazla ısınabilir,"Birleşmiş Milletler Çevre Programı, dünyanın ısısının 3 dereceden fazla artmaya doğru gittiğini açıkladı."
Çevre,Korkutan iklim değişikliği raporu: 2040'ta kar yağmayabilir,"İngiltere’nin meteoroloji birimi Met Office’in yaptığı analize göre, 2040 yılından itibaren ülkenin pek çok bölgesine iklim değişikliği nedeniyle kar yağmayacağı uyarısında bulundu."
Çevre,Avustralya'daki yangınlardan en az 60 bin koala etkilendi,"Avustralya'da geçen yıl yaşanan yangınlarda en az 60 bin koalanın öldüğü, yaralandığı ya da yerinden olduğu açıklandı."
DOSYA HABER,TÜBİTAK Marmara Araştırma Gemisi 7 yıldır denizleri arşınlıyor,"İnsan eliyle gittikçe daha da kirletilen denizlerin son halini, canlı yaşamını tehdit eden gerçekleri raporlarıyla ortaya koyuyorlar. Tüm bunları, Türk mühendislerin eseri olan TÜBİTAK Marmara Araştırma Gemisi ve personeli yapıyor."
Çevre,Su tasarrufu için neler yapılabilir?,"Barajlarda su seviyesi azaldı, su tasarrufu kaçınılmaz hale geldi. Peki, tasarruf için ne yapmalıyız?"
Çevre,İnsan faaliyetlerinin iklim değişikliğine etkisi var mı?,En az COVID-19 salgını kadar önemli konulardan biri de iklim değişikliği. Hijyenin kritik önemde olduğu pandemi ortamında el yıkayacak su bulunmayan kurak ülkeler var. Peki iklim değişikliğine insan katkısı var mı? Yanıtını birlikte arayalım.
Çevre,Balık tezgahları bu yıl da yeteri kadar dolu değil,Doğru ve dengeli beslenmenin önemi koronavirüs salgınıyla daha da arttı. İçerdiği vitamin ve mineraller bakımından balık tüketimi doğru beslenme modelinin olmazsa olmazı. Ancak uzmanlara göre bu yıl da balık tezgahları beklentileri karşılayamıyor.
Çevre,Iğdır'daki temizlik işçilerinden çöplerle mesaj: ATMA,"Iğdır Belediyesi temizlik işçileri, sokaklardan topladıkları çöplerle ""ATMA"" yazısı yazarak farkındalık oluşturdu."
Çevre,Karantinanın atmosfere etkisi beklendiği kadar olmadı,Küresel çaptaki karantina önlemleri nedeniyle sera gazı emisyonu azaldı. Ancak beklenildiği kadar büyük bir etki yaratmadı. Atmosfer sıcaklığını yükselten sera gazları artmaya devam etti.
Çevre,Kazakistan'da 2 milyardan fazla ağaç dikme hedefi,Kazakistan'da 2025'e kadar 2 milyardan fazla ağaç dikilmesi hedefleniyor.
DOSYA HABER,Yanan ormanlık alanlar yeniden yeşilleniyor,"22,7 milyon hektar... Türkiye'nin orman varlığı... Ancak her yıl binlerce hektar alan yok oluyor. 2020 yılında 2 bin 700'den fazla yangın çıktı; yaklaşık 13 bin hektar alan küle döndü. Yani neredeyse 16 bin futbol sahası..."
Çevre,Lastikleri çöpe atmak yerine ekonomiye kazandırıyorlar,"Erzincan'da ömrünü tamamlamış binlerce araç lastiği, geri dönüşüm tesisinde işlenip elektrik enerjisine dönüştürülüyor. Böylece ekonomiye yılda 8 milyon dolar katkı sağlanıyor."
Çevre,"Elazığ'da atıklar dönüştürülüyor, toprak zenginleşiyor","Elazığ'da Türkiye'ye örnek olacak bir uygulamaya imza atıldı, kompost geri dönüşüm tesisi kuruldu. Tesis ile israfın önüne geçmek ve doğal kaynakları daha verimli kullanmak hedefleniyor."
Çevre,Yaralı şahinler özgürce uçabilmeyi bekliyor,"Kimini avcılar vurdu, kimi göç yolunda tellere takıldı, kimi de evcilleştirilmek istenirken zarar gördü. Diyarbakır'da 6 yaralı şahin, Dicle Üniversitesi Yaban Hayvanı Kurtarma ve Rehabilitasyon Merkezinde tedavi ediliyor."
Çevre,İklim Değişikliği Uyum Hibe Projesi başvuruları başladı,İklim Değişikliği Uyum Eyleminin Güçlendirilmesi Projesi kapsamında 6 milyon 800 bin euro bütçeli hibe paketi için başvurular başladı.
Çevre,Türkiye’deki yarasa çeşitliliği,"Türkiye sahip olduğu doğal güzelliklerin yanı sıra, coğrafi özellikleriyle de birçok canlı türüne yuva oluyor. Yarasalar da bunlardan biri."
Çevre,Konya Ovası'nın kalbi günden güne deliniyor,Türkiye’nin tahıl ambarı olarak bilinen Konya Ovası aşırı sulama nedeniyle kuraklıkla karşı karşıya. Bu nedenle bölgede oluşan obruklar ise çiftçileri tehdit etmeye devam ediyor.
Çevre,Kış aylarında sıcaklıklar mevsim normallerinde seyredecek,"Meteoroloji uzmanları bu kış hava sıcaklığının genellikle mevsim normalinde seyredeceğini tahmin ediyor. Ancak yağışlar konusunda aynı şeyi söylemek pek mümkün değil. Beklenti, yağışların az olacağı yönünde."
Çevre,Küresel karbon emisyonlarında beklenen düşüş oldu,"Atmosferde biriken karbondioksit gibi sera gazları küresel ısınmayı artırıyor, bu da iklim değişikliğini tetikliyor. Korona salgın sırasında karbon salımının düşmesi bekleniyordu, öyle de oldu. Dünya genelindeki verilere bakalım."
Çevre,İklim değişikliğinde ulaşım ne kadar etkili?,"Dünya artık bir dönüm noktasında. Bilim insanları, dünyanın ""tartışmasız"" bir iklim kriziyle karşı karşıya olduğunu söylüyor. Peki, bunda ulaşım araçlarının etkisi ne?"
Çevre,Konya'da 3 mağara koruma altına alındı,"Konya'da yürütülen çalışmalar sonucunda pek çok canlıya yaşam alanı oluşturduğu belirlenen 3 mağara ""tabiat varlığı"" olarak tescil edilerek koruma altına alındı."
Çevre,Milli Ağaçlandırma Günü için herkese ücretsiz fidan verilecek,"Orman Genel Müdürü Bekir Karacabey, ""11 Kasım Milli Ağaçlandırma Günü'nde her bir vatandaşımız, ailesinin her ferdi için belirlenen alanlarda dikmek amacıyla Bakanlığımıza bağlı orman fidanlıklarından bedelsiz fidan temin edebilecek"" dedi."
Çevre,Bakan Selçuk'tan öğretmenlere fidan dikme çağrısı,"Milli Eğitim Bakanı Selçuk, ""Tüm öğretmenlerimizi, öğrencileri evlerine uğurladıktan sonra okul bahçelerinin toprağına birer fidan bırakmaya davet ediyorum"" dedi."
Çevre,"Okullar açılıyor, detaylı dezenfekte çalışmaları sürüyor","Pazartesi günü 2,3,4,8,12'nci sınıflar ile köy okulları ve özel gereksinimli çocuklar ders başı yapacak. Yüz yüze eğitim için okullarda hem dezenfekte çalışmaları yapılıyor, hem de salgın şartlarına göre önlemler alınıyor."
Çevre,Kamçatka açıklarındaki kirlilik deniz tabanındaki yaşamın yüzde 95'ini yok etti,"Bilim insanları, Rusya'nın Kamçatka bölgesi açıklarındaki kirlilik nedeniyle deniz tabanındaki yaşamın neredeyse tamamının yok olduğunu bildirdi."
Çevre,"Hava, su ve toprağı kirleten tesislere 9 ayda 41 milyon lira ceza","Çevre ve Şehircilik Bakanlığı tarafından yılın 9 ayında yapılan denetimlerde, hava, su ve toprak kirliliğine neden olan tesislere 41 milyon 288 bin 129 lira ceza verildi."
Çevre,Tazmanya canavarları Avustralya'da doğaya salındı,"Soyu tükenme tehlikesi altındaki Tazmanya canavarları yeniden Avustralya ekosistemine kazandırıldı. 16 yıllık çalışma ile yetiştirilen 26 Tazmanya canavarı, Sidney'deki ulusal parka salındı."
Çevre,Çin sera gazında ABD ve Avrupa'yı geçti,"Pekin, son yıllarda ABD ve Avrupa ülkelerinden daha fazla sera gazı üretmeye başladı. Bu durumu tersine çevirmek isteyen Çin yönetimi, temiz enerji arayışına girdi."
Çevre,Sonbaharda bekleyen risk,"Dünyada meteorolojik karakterli doğa afetlerinin sayısı son 60 yılda 3 kat arttı. Türkiye’deki veriler de bunu doğruluyor. Eskiden çok ender meydana gelen hortum, artık her yıl görülüyor. Özellikle de deniz sıcaklığının yüksek olduğu sonbaharda..."
Çevre,ABD'nin orman yangınlarıyla imtihanı,"Yıllardır ormanların alev alev yanması nedeniyle diğer ülkelere kıyasla bir kabusu yaşayan ABD'de, son 10 yılda 70 milyon dönüme yakın alan kül oldu. 60'lı yıllardan bugüne kadar bakıldığında bu en yüksek verilerden biri."
Çevre,Ege ve Akdeniz’de ‘sular ısınıyor’,"Son 50 yılda yapılan araştırmalar Türkiye’de deniz suyunun ısındığını ortaya koyuyor. Bu ısı artışı, ani gelişen hava olaylarını da beraberinde getiriyor."
Çevre,"Sri Lanka, petrol tankerinde çıkan yangının verdiği zararı inceleyecek","Sri Lanka hükümeti, 3 Eylül'de ülkenin doğusunda bir petrol tankerinde çıkan yangının çevreye verdiği zararı incelemek için bölgeye uzman gönderiyor."
Çevre,İklim değişikliği denizlerdeki istilacı türleri de artırıyor,Son dönemde denizlerimizde sıklıkla görülen istilacı türler deniz ekosistemi için büyük tehdit oluşturuyor. Bu zararlı türlerin denizlerimize ulaşmasında en önemli faktörlerden biri deniz suyu sıcaklıklarının yükselmesi.
Çevre,Ata tohumlarından yetiştirilen ürünler sofralarda yerini alıyor,Türkiye’nin dört bir yanında ata mirası tohumlar yeniden tarlalarda yeşeriyor. 2019 sonu itibarıyla TİGEM’de ekilen türlerden 773 kilogram tohum elde edildi. Farklı bitki türlerine ait 42 çeşit tohum ise 2020 içinde tescile sunulacak.
Çevre,Dünya üzerinde 30 yıldan kısa sürede 28 trilyon ton buzul eridi,Dünya üzerinde 1994 yılından bu yana toplam 28 trilyon ton buzul eridi.
Çevre,Atlantik Okyanusu'ndaki mikroplastik 21 milyon ton olabilir,"İngiltere'de bilim insanları, Atlantik Okyanusu'nda 12 ila 21 ton plastik parçacık bulunduğunu açıkladı. Bu, bin konteyner gemisini doldurabilecek kadar büyük bir miktar"
Çevre,Afrika'da 50 yıl aradan sonra fil fareleri yeniden görüldü,Afrika'da 50 yıl aradan sonra bilimsel bir keşif gezisi sırasında fil farelerine rastlandı.
Çevre,Güneş ve rüzgar enerjisinden elektrik üretimi artıyor: Türkiye ilk sıralarda,Dünyada yenilenebilir kaynaklardan elektrik üretimi her geçen yıl artıyor. 2020'nin ilk yarısında dünya genelinde üretilen elektriğin yüzde 10’u güneş ve rüzgardan sağlandı. Ülkeler arasında ilk sıralarda yer alan Türkiye için bu oran yüzde 13.
