Kategori,Başlık,İçerik
Kültür-Sanat,Bu hafta 9 film vizyona girecek,Sinema salonlarında bu hafta 5'i yerli 9 film vizyona girecek.
Kültür-Sanat,Türk sinemasının gülen yüzü: Kemal Sunal,"Ardında bıraktığı ""Süt Kardeşler"", ""Hababam Sınıfı"", ""Tosun Paşa"", ""Sahte Kabadayı"" ve ""Kapıcılar Kralı"" gibi filmlerin yanı sıra gülüşüyle de hafızalarda yer edinen Kemal Sunal'ın bugün doğum günü."
Kültür-Sanat,Büyük Önder Samsun'da özel konserle anıldı,"Samsun Devlet Opera ve Balesi, Mustafa Kemal Atatürk'ün ebediyete irtihalinin 83. yılı dolayısıyla ""Son Veda-Beni Hatırlayınız"" adlı konser verdi."
Kültür-Sanat,İlk Türk matbaasının öyküsü Millet Kütüphanesi'nde,İlk Türk matbaası olarak tarihe geçen Müteferrika Matbaası'nın adım adım öyküsü Cumhurbaşkanlığı Millet Kütüphanesi'nde anlatılıyor. Açılan sergide İbrahim Müteferrika'nın bastığı 17 eser ve pek çok arşivlik belge sergileniyor.
Kültür-Sanat,'Uyuyan Güzel' AKM'de sahnelenecek,"Pyotr İlyiç Çaykovski'nin unutulmaz bale eseri ""Uyuyan Güzel, Atatürk Kültür Merkezi'nde sahnelenecek."
Kültür-Sanat,AKM'de 'Mavi Gözlü Mucize' etkinliği,"Atatürk Kültür Merkezi'nde, Türkiye Cumhuriyeti'nin kurucusu Büyük Önder Mustafa Kemal Atatürk'ün ebediyete intikalinin 83. yılı dolayısıyla ""Mavi Gözlü Mucize"" etkinliği düzenlendi."
Kültür-Sanat,Iğdır'da kazıda bulunan hayvan iskeletinin türü araştırılacak,"Iğdır Üniversitesi, kentteki bir işletmenin bahçesinde yapılan kazıda işçilerin bulduğu hayvan iskeletinin, hangi türe ait olduğunu tespit etmek için araştırma yapacak."
Kültür-Sanat,Atık malzemelerden yaptığı eserlerle kadına şiddete dikkat çekti,"Topladığı atık malzemeleri atmak yerine değerlendirerek objeler yapan Gizem Yoğurtçu, sergisindeki eserlerle kadına şiddet sorununa dikkat çekti."
Kültür-Sanat,Esenler Film Günleri'nin ikincisi düzenleniyor,"Bu yıl 2’ncisi yapılacak Esenler Film Günleri, 11-14 Kasım tarihlerinde sinemaseverlerin karşısına dopdolu bir programla çıkacak."
Kültür-Sanat,Kurtuluş Savaşı'nın son durağı Atatürk Evi müze oluyor,"İzmir'de Türk ordularının düşmanı denize döktüğü 9 Eylül 1922'den bir gece önce Mustafa Kemal ve silah arkadaşlarının konakladığı Atatürk Evi, restore edilerek müze haline getiriliyor."
Kültür-Sanat,Söz Yetenekte Programı Millet Kütüphanesi'nde gerçekleştirilecek,"Cumhurbaşkanlığı İnsan Kaynakları Ofisi tarafından 6. bölümü düzenlenen Söz Yetenekte Programı, Yunus Emre Enstitüsünün katkılarıyla 12 Kasım'da Millet Kütüphanesi'nde gerçekleştirilecek."
Kültür-Sanat,"CSO, AKM'de müzikseverlerle buluşacak","Açıldığı günden beri tüm temsilleri yoğun ilgi gören ve her etkinliği kapalı gişe sergilenen Atatürk Kültür Merkezi (AKM), Cumhurbaşkanlığı Senfoni Orkestrası'nı sanatseverlerle buluşturacak."
Kültür-Sanat,"""Alparslan: Büyük Selçuklu"" ekibi diziyi anlattı","Türkiye'nin birinci kanalı TRT 1'in yeni dizisi ""Alparslan: Büyük Selçuklu""nun ilk bölümü yayınlandı. TRT yönetimi ve dizi ekibi ilk bölümü birlikte izledi. Vatandaşların da yoğun ilgi gösterdiği dizi izleyiciden tam not aldı."
Kültür-Sanat,Göçmenlerin trajedisini sanata yansıttı,"İyi bir yaşam için yola düşen göçmenlerin donarak hayatlarını kaybetmelerinden etkilenen Iğdır Üniversitesi  Resim Bölümü Dr. Öğretim Üyesi Sadık Aslan, Van'ın Çaldıran ilçesinde eksi 17 derecede yaptığı ""Beyaz Gölgeler"" adlı çalışmasını sergiledi."
Kültür-Sanat,Cumhurbaşkanlığı 2021 Kültür ve Sanat Büyük Ödülleri'nin sahipleri belli oldu,"Cumhurbaşkanlığı 2021 Kültür ve Sanat Büyük Ödüllerine Teoman Duralı, İdil Biret, Alev Ebuzziya, Cüneyt Arkın, Gürbüz Azak, Etem Çalışkan, İbrahim Manav, Kemal Tahir layık görüldü."
Kültür-Sanat,Mersin Devlet Opera ve Balesi’nden Atatürk anısına 10 Kasım konseri,"Mersin Devlet Opera ve Balesi, Türkiye Cumhuriyeti'nin kurucusu Mustafa Kemal Atatürk'ün ebediyete intikal edişinin 83. yılına özel ""10 Kasım Atatürk'ü Anma Konseri"" ile sanatseverlerin karşısına çıkacak."
Kültür-Sanat,"AKM'de ""Aida"" kapalı gişe oynadı","İtalyan besteci Giuseppe Verdi'nin bestelediği 4 perdelik opera ""Aida"", AKM'de kapalı gişe oynadı."
Kültür-Sanat,Uluslararası Suç ve Ceza Film Festivali ‘adalet’ temasıyla başlıyor,"Bu yıl 11. kez düzenlenecek olan ""Uluslararası Suç ve Ceza Film Festivali"", 26 Kasım-2 Aralık arasında yapılacak."
Kültür-Sanat,CSO'nun tarihi salonunda Atatürk anısına konser,"Cumhurbaşkanlığı Senfoni Orkestrası'nın tarihi salonu, tadilatın ardından 10 Kasım'da Gazi Mustafa Kemal Atatürk anısına düzenlenecek konserle kapılarını açacak."
Kültür-Sanat,Aida Operası AKM'de,"Atatürk Kültür Merkezi dünya baş yapıtlarına ev sahipliği yapıyor. Giuseppe Verdi bestesi, dünya opera devlerinin vazgeçilmez eseri “Aida” Operası Atatürk Kültür Merkezi'nde sahnelendi."
Kültür-Sanat,Kahin Tepe kazılarının bu yılki bölümü tamamlandı,Karadeniz'de şu ana kadar bulunmuş en eski yerleşim yeri olarak değerlendirilen Kastamonu'nun Araç ilçesinde Kahin Tepe'de yürütülen kazı çalışmalarının bu yılki bölümü sona erdi.
Kültür-Sanat,"Göbeklitepe, ziyaretçi sayısında zirveye 10 ayda ulaştı",Şanlıurfa'da 12 bin yıllık geçmişiyle 'tarihin sıfır noktası' olarak nitelendirilen Göbeklitepe'yi yılın 10 ayında yaklaşık 460 bin kişi ziyaret etti.
Kültür-Sanat,'Alparslan: Büyük Selçuklu' 8 Kasım'da TRT 1'de,"Yapımcılığını ve senaristliğini Emre Konuk'un üstlendiği ""Alparslan: Büyük Selçuklu"", TRT 1 ekranlarında 8 Kasım'da yayımlanmaya başlayacak."
Kültür-Sanat,"""Şuşa, Sen Azadsın!"" belgeseli","Azerbaycan Kültür Bakanlığının desteğiyle ""Şuşa, Sen Azadsın!"" isimli bir belgesel çekildi. Şuşa operasyonunun öne çıkan kısımları, ilk olarak bu belgeselde yer aldı."
Kültür-Sanat,"Türkiye'nin Oscar adayı ""Bağlılık Hasan""a Brezilya'dan ödül","Türkiye'nin Oscar adayı olan ""Bağlılık Hasan"" filmi Brezilya'da düzenlenen festivalde Yılın En İyi Yabancı Filmi seçildi. Yönetmenliğini Semih Kaplanoğlu'nun yaptığı film, Türkiye'de 3 Aralık'ta vizyona girecek."
Kültür-Sanat,Tarihi Harmantepe Kalesi turizme kazandırılacak,"Sakarya'da Bizans'ın doğu sınırını korumak amacıyla 12'nci yüzyılda yapılan Harmantepe Kalesi, temizlik ve kazı çalışmalarının ardından restore edilecek."
DOSYA HABER,Türk tarihinin taş devrine uzanan şehri: Kazan,Türk dünyasının şehirleri serisinde bu hafta; Batı ile Doğu’nun organik bir sentezi ve aynı zamanda Avrasya’nın kalbi olan Kazan şehrini anlattık.
Kültür-Sanat,32. Ankara Uluslararası Film Festivali başladı,"Kültür ve Turizm Bakanlığı desteğiyle Dünya Kitle İletişimi Araştırma Vakfınca düzenlenen 32. Ankara Uluslararası Film Festivali başladı. CerModern Konferans Salonu'nda düzenlenen törende, Onur Ödülleri de sahiplerini buldu."
Kültür-Sanat,Eyüpsultan Çocuk Kitapları Fuarı yarın başlıyor,İstanbul'da Eyüpsultan Belediyesi'nin ev sahipliğinde Zal Mahmut Paşa Külliyesi'nde çocuklara özel kitap fuarı düzenlenecek.
Kültür-Sanat,Gönül coğrafyasından şairler Aşık Paşa için buluşacak,"Aşık Paşa'yı anmak için Kırşehir'de düzenlenen uluslararası şiir şölenine, Anadolu'nun farklı illeri ile Azerbaycan, Irak ve Kırım'dan çok sayıda şair katılacak."
Kültür-Sanat,AKM'de Aida operası seyirciyle buluşacak,"İstanbul Atatürk Kültür Merkezi (AKM), cesur komutan Radames ile tutsak Habeş Prensesi Aida'nın imkansız aşkına şahitlik edecek."
Kültür-Sanat,Denizli'deki antik kentte Helenistik döneme ait iki ev kalıntısı bulundu,"UNESCO Dünya Mirası Listesi'ndeki Pamukkale Hierapolis Antik Kenti'nde bu sene yapılan kazı çalışmalarında, kentin kuruluş yıllarına ait olduğu belirtilen 2 ev kalıntısına ulaşıldı."
Kültür-Sanat,"Hacı Bektaş-ı Veli'nin ""Makalat"" eseri sadeleştirilerek yayınlandı","Prof. Dr. Mahmud Esad Coşan tarafından kaleme alınan Hacı Bektaş-ı Veli'nin ""Makalat"" adlı eseri, Doç. Dr. Necdet Yılmaz editörlüğünde sadeleştirilmiş tam metin olarak hazırlandı."
Kültür-Sanat,"""Mozaik"" konseri AKM'de müzikseverlerle buluştu","""Mozaik"" konseri, Atatürk Kültür Merkezi (AKM) açılış etkinlikleri kapsamında sanatseverlerle buluştu. Kültür ve Turizm Bakanı Mehmet Nuri Ersoy da konseri izlemeye gelenler arasındaydı."
Kültür-Sanat,Türk dünyasının sinemacıları İstanbul'da buluşuyor,"Beyoğlu Kültür Yolu Festivali kapsamında 8 Kasım'da başlayacak olan ""Korkut Ata Türk Dünyası Film Festivali""nin tanıtımı yapıldı. Türk dünyasının sinemacılarını buluşturacak olan festivalde 13 ülkeden 42 film gösterilecek."
Kültür-Sanat,Şırnaklı öğrencilerden oluşan koro Rafadan Tayfa için çalacak,"Şırnak'ta müziğe ilgisi olan çocuklar için 19 kişilik koro oluşturuldu. Yetenekleriyle sosyal medyada da büyük ilgi gören koro, TRT Çocuk'un sevilen çizgi filmi Rafadan Tayfa için jenerik müziği hazırlayacak."
Kültür-Sanat,Travel Turkey İzmir kapılarını 2 Aralık'ta açacak,"Turizm alanında Türkiye'nin en büyük fuarlarından biri olarak gösterilen Travel Turkey İzmir, 2 Aralık'ta 15'inci kez düzenlenecek."
Kültür-Sanat,Yurt dışına çıkarılan tarihi eserler Antalya'ya getirilmeye çalışılıyor,"Kültür ve Turizm Bakanlığı, yurt dışından zorlu hukuk mücadelesiyle ülkeye getirilen yaklaşık 2 bin yıllık Herakles Lahdi sonrası diğer eserlerin de yurda getirilmesi için mücadele veriyor."
Kültür-Sanat,Hırvatistan'da 9. Türk Filmleri Haftası,Hırvatistan'ın başkenti Zagreb'de bu yıl 9'uncusu düzenlenen Türk Filmleri Haftası 2019 yapımı Yedinci Koğuştaki Mucize filmiyle başladı.
Kültür-Sanat,Chris Botti AKM'de müzikseverlerle buluştu,"Grammy ödüllü trompet sanatçısı Chris Botti, Atatürk Kültür Merkezi açılış etkinlikleri kapsamında müzikseverlerle buluştu."
Kültür-Sanat,Uluslararası Frankfurt Türk Film Festivali'nde ödüller açıklandı,"Kültürler Arası Transfer Derneği tarafından düzenlenen ""21. Uluslararası Frankfurt Türk Film Festivali"" sona erdi."
Kültür-Sanat,'Arapça Kitap ve Kültür Günleri' yarın başlıyor,"Bu yıl altıncı kez düzenlenecek olan ""6. Uluslararası Arapça Kitap ve Kültür Günleri"", 3-7 Kasım tarihleri arasında gerçekleştirilecek."
Kültür-Sanat,Oyuncu Semra Dinçer yaşamını yitirdi,"Bir süredir tedavi gören ünlü oyuncu Semra Dinçer, 56 yaşında hayatını kaybetti."
ÖZEL HABER,Geri dönüşümün sanat yolculuğu,"Kot kumaşı, düğme, elektronik devreler, kablolar... Sanatçı Deniz Sağdıç, tekstil ürünleri başta olmak üzere her türlü atık nesneyi sanat eserine dönüştürüyor."
Kültür-Sanat,Londra Filarmoni Orkestrası AKM'de konser verdi,"Bu yıl ilk kez Kültür ve Turizm Bakanlığı tarafından düzenlenen ""Beyoğlu Kültür Festivali"" kapsamında dünyanın en iyi orkestralarından biri olan Londra Filarmoni Orkestrası, Atatürk Kültür Merkezi'nde sahne aldı."
Kültür-Sanat,"İletişim Başkanlığı'ndan ""Türkiye'nin Yeşil Kalkınma Devrimi""ne özel kitap","İletişim Başkanlığı, Türkiye'nin iklim değişikliğiyle mücadelede 2053 vizyonunun ayrıntılı şekilde anlatıldığı ""Türkiye'nin Yeşil Kalkınma Devrimi"" kitabı hazırladı."
Kültür-Sanat,"Bakan Ersoy: Beyoğlu Kültür Yolu, benzersiz bir marka yaratma çabasıdır","Kültür ve Turizm Bakanı Mehmet Nuri Ersoy, ""Beyoğlu Kültür Yolu, İstanbul'un modern yüzünü, kültürü ve tarihi ile harmanlayarak ziyaretçilerine benzersiz bir deneyim yaşatmak üzere hazırladığımız rotanın adıdır."" dedi."
Kültür-Sanat,Grammy ödüllü Chris Botti AKM'de konser verecek,"Grammy ödüllü trompet sanatçısı Chris Botti, Atatürk Kültür Merkezi (AKM) açılış etkinlikleri kapsamında müzikseverlerle bir araya gelecek."
Kültür-Sanat,Çin’de `kaynar kapta` yemek kültürü yaşatılıyor,"Çin’in farklı yörelerinde yemek masasında sürekli su kaynatılan bir kapta et ve sebzelerin birlikte haşlanarak hazırlandığı güveç türü yemekler, kökeni bin yıllar öncesine dayanan geleneği bugüne taşıyor."
Kültür-Sanat,"İstanbul Devlet Tiyatrosu, AKM'deki tiyatro sahnesinde perdelerini açtı","İstanbul Devlet Tiyatrosu, ""Uçmak-Hezarfen Ahmed Çelebi"" oyunuyla Atatürk Kültür Merkezi'ndeki (AKM) tiyatro sahnesinde perdelerini açtı."
Kültür-Sanat,9. Boğaziçi Film Festivali'nde ödüller sahiplerini buldu,"TRT'nin kurumsal iş ortağı olduğu 9’uncu Boğaziçi Film Festivali'nin kazananları belli oldu. İstanbul'da yapılan ödül töreninde, ""Altın Yunus Ödülü""nü alan Yönetmen Semih Kaplanoğlu'nun ""Bağlılık Hasan"" adlı filmi geceye damga vurdu."
Kültür-Sanat,Diyarbakır'da kitap mezadı: Kitaplar açık artırma ile sahiplerini buldu,Diyarbakır Büyükşehir Belediyesi'nin ilk defa düzenlediği kitap mezadına vatandaşlar yoğun ilgi gösterdi.
Kültür-Sanat,"600 yıllık halı 5,4 milyon dolara satışa sunulacak","Çin'in Ming Hanedanlığı'na ait olduğu bilinen yaklaşık 600 yıllık halı, Paris'teki Christie's müzayedesinde 5,4 milyon ABD dolarına satışa sunulacak."
Kültür-Sanat,Türkiye'nin Oscar adayı belli oldu,"Yönetmen Semih Kaplanoğlu'nun ""Bağlılık Hasan"" filmi, Türkiye'nin 94'üncü Akademi Ödülleri'ndeki (Oscar) adayı olarak belirlendi."
Kültür-Sanat,8 bin yıllık yerleşim üç boyutlu canlandırılacak,Kahramanmaraş'ın Türkoğlu ilçesindeki Domuztepe Höyüğü kazılarında 7-8 bin yıl öncesine ait yerleşim yeri tespit edildi. Yerleşimin üç boyutlu hali canlandırılacak.
Kültür-Sanat,Atatürk Kültür Merkezi açıldı,"Atatürk Kültür Merkezi Cumhuriyetin 98'inci yaş gününde kapılarını yeniden açtı. Görkemli açılışa, Cumhurbaşkanı Erdoğan ve Eşi Emine Erdoğan'ın yanısıra, bakanlar ve sanatçılar da katıldı."
Kültür-Sanat,İngiliz üniversitesi Nijerya'ya ait 120 yıllık heykeli iade etti,"İngiltere'deki Aberdeen Üniversitesi, Nijerya'nın güneyindeki Benin Krallığı döneminde Avrupa'ya kaçırılan 120 yıllık ""Okukur"" olarak bilinen bronz heykeli ülkeye iade etti."
Kültür-Sanat,Yeni AKM kapılarını açıyor,"Taksim Meydanı'nın simge yapısı Atatürk Kültür Merkezi, bugün yeniden ziyaretçileri ile buluşacak. Yeni AKM'de, 5 gün boyunca, operadan tiyatroya ve konserlere kadar pek çok etkinlik düzenlenecek."
Kültür-Sanat,AKM'de yapılacak ilk konserin provası yapıldı,"Geleneksel müzik alanında Atatürk Kültür Merkezi'nde yapılacak ilk konser olan 'Mozaik'in provası yapıldı. 150 kişilik bir ekiple gerçekleştirecek olan etkinlikte, sanat ve teknoloji bir araya gelecek."
Kültür-Sanat,29 Ekim'de dünyanın gözü İstanbul'da olacak,"Türkiye Cumhuriyeti'nin kuruluşunun 98. yıl dönümünde dünyanın gözü İstanbul’da olacak. Birçok medeniyete ev sahipliği yapmış kadim İstanbul, kültür ve sanatın muhteşem buluşmasına şahitlik edecek."
Kültür-Sanat,Türk radyoculuğunun okulu ve ekolü: Ankara Radyoevi,Ankara Radyoevi binasının hizmete girişinin 83. yılı mütevazı bir törenle kutlandı.
Kültür-Sanat,"Unutulmaya yüz tutmuş ""çulhacılık"" için coğrafi işaret belgesi alındı","Şanlıurfa'da yok olmaya yüz tutan el sanatlarından bez dokumacılığı çulhacılık, coğrafi işaret belgesi aldı."
Kültür-Sanat,Kazakistan’da 6. Türk Filmleri Haftası etkinliği düzenleniyor,"Kazakistan’ın Almatı şehrinde 6'ncı Türk Filmleri Haftası başladı. Kardeş ülkeler arasında sinemanın gücüne dayanan bir köprü daha eklemeyi hedefleyen Türk Filmleri Haftası, 31 Ekim'e kadar sürecek."
Kültür-Sanat,Kef Kalesi kazılarında Urartu izleri bulundu,"Bitlis'te Urartular dönemine ait Kef Kalesi’nde başlatılan kazılarda, çivi yazılı belge ve boyalar bulundu."
Kültür-Sanat,Cumhurbaşkanlığı Millet Kütüphanesi ile Katar Milli Kütüphanesi arasında iş birliği,"Cumhurbaşkanlığı Millet Kütüphanesi ile Katar Milli Kütüphanesi, bilimsel, teknik ve kültürel alanlarda bir iş birliği protokolü imzaladı."
Kültür-Sanat,"""Anamorfoz Atatürk"" portresi İstanbul'da","Çek heykeltraş Patrik Prosko'nun 93 farklı temadan 539 obje ile ortaya çıkardığı ""Anamorfoz Atatürk"" eseri, 29 Ekim'den itibaren Rahmi Koç Müzesi'nde sergilenecek. Eser, 30 Aralık'a kadar ziyaret edilebilecek."
Kültür-Sanat,Yeşilçam Sineması AKM’ye taşınıyor,"Çeyrek asırlık Yeşilçam Sineması, yeni Atatürk Kültür Merkezi'yle birlikte geri dönüyor."
Kültür-Sanat,'Gizemli Tarih Çatalhöyük' bugün TRT Belgesel'de,TRT Belgesel ekibi bu kez de Çatalhöyük gizeminin peşine düştü. Tarihin ilk kenti olarak bilinen Çatalhöyük'ün sıra dışı izleri bu akşam saat 20.00'de TRT Belgesel'de izleyiciyle buluşacak.
Kültür-Sanat,Ankara Kahve ve Çikolata Festivali için geri sayım başladı,"Ankara'da kahve ve çikolatanın mükemmel uyumunun bir arada görülebileceği festival, 29-31 Ekim'de ziyaretçilerini ağırlayacak."
Kültür-Sanat,2021’de 424 tarihi eser ait olduğu Anadolu topraklarına döndü,Yurt dışına kaçırılan Anadolu’ya ait kültürel miraslar tek tek geri getiriliyor. Sadece bu yıl içerisinde Avrupa ve Amerika’dan toplam 424 tarihi eserin iadesi sağlandı.
Kültür-Sanat,Osmanlı mirası çeşmelerden yeniden su akacak,Fatih'te 135 tarihi çeşme yeniden hayat buluyor. 53 çeşmenin onarımı yapıldı ve 10 çeşmenin de restorasyonu tamamlandı.
Kültür-Sanat,Londra'da 100'den fazla Türk sanat eseri sanatseverlerle buluştu,"Londra'nın önemli modern sanat müzelerinden Saatchi Galeri'de, 21 sanatçıya ait 100'den fazla Türk sanat eserinin tanıtıldığı serginin açılışı yapıldı."
Kültür-Sanat,Discovery Channel Şanlıurfa'da belgesel çekiyor,"Dünyanın en ünlü belgesel kanallarından birisi olan Discovery Channel, Şanlıurfa'nın önemli mekanlarında tarih belgeseli çekiyor."
Kültür-Sanat,Tatarlı Höyük'te 4 bin yıl öncesine ait çöp çukuru bulundu,Neolitik dönemden erken Roma'ya kadar kesintisiz yerleşim yeri olarak kullanılan Tatarlı Höyük'te bu sezonki kazılarda 4 bin yıl öncesine ait çöp çukuru gün yüzüne çıkarıldı.
Kültür-Sanat,Friends dizisinin Gunther’i Michael Tyler hayatını kaybetti,Friends dizisindeki Gunther rolüyle de tanınan Amerikalı aktör James Michael Tyler 59 yaşında hayatını kaybetti.
Kültür-Sanat,Kapıdağ'da foto safari etkinliği düzenlendi,"Balıkesir'in Erdek ilçesindeki Kapıdağ'da, 120 kişinin katıldığı foto safari etkinliği düzenlendi."
ÖZEL HABER,Türklerin tarihi başkenti: Ötüken,"TRT Haber'de Türk dünyası şehirleri serisi, Ötüken ile başlıyor. Ötüken neresi, Ötüken Dağı ve yeri arasındaki fark ne, Orhun Irmağı nerede, Orhun Yazıtları burada mı bulunuyor? Detayları Prof. Dr. Ahmet Taşağıl ile konuştuk."
Kültür-Sanat,"TRT ortak yapımı ""Pota""nın 9. Boğaziçi Film Festivali'nde Türkiye prömiyeri yapıldı","9. Boğaziçi Film Festivali'nin ulusal ve uluslararası uzun metraj film yarışmalarında yer alan, Türkiye prömiyerini festival kapsamında gerçekleştiren ""Pota"" izleyicilerle buluştu."
Kültür-Sanat,Karahantepe'de tarihe ışık tutacak kazılar sürüyor,Şanlıurfa'da Göbeklitepe'nin ardından keşfedilen tepeler heyecan yarattı. O tepelerden biri de Karahantepe. 2 yıldır kazı çalışmalarının devam ettiği tepede 12 bin yıl öncesine dair önemli ipuçlarına rastlandı.
Kültür-Sanat,Meksikalı müzikseverler Türkçe konserde bir araya geldi,"Yunus Emre Enstitüsü tarafından Yunus Emre'yi anma etkinlikleri kapsamında Meksika'da gerçekleştirilen konserde, Meksikalı sanatçılar Yunus Emre ilahileri ile birlikte Türkçe şarkılar seslendirdi."
Kültür-Sanat,11. Antalya Kitap Fuarı'na ziyaretçi ilgisi sürüyor,"Bu yıl ""Gelecek Bilgiyle Yeşerecek"" temasıyla 11'incisi düzenlenen Antalya Kitap Fuarı'na ziyaretçiler büyük ilgi gösteriyor."
Kültür-Sanat,"Kuveyt'teki Altın Camii, Osmanlı mimarisinden esintiler taşıyor","Kuveyt'in güneyindeki Havalli ilinin Salmiye bölgesinin süsü haline gelen Altın Camii, Osmanlı mimarisi ile yerel üslubu birleştiriyor."
Kültür-Sanat,TRT ortak yapımı filmler Boğaziçi Film Festivali'nde,"TRT ortak yapımı 12 film, Boğaziçi Kültür Sanat Vakfınca yapılan 9. Boğaziçi Film Festivali'nde yarışacak."
Kültür-Sanat,Oyuncu Kemal Kuruçay hayatını kaybetti,"''Seksenler'' dizisinde ""Seyfi"" karakterini canlandıran oyuncu Kemal Kuruçay, 59 yaşında hayatını kaybetti."
Kültür-Sanat,Türkiye'nin ilk ve tek müze ve ören yeri kiti tanıtıldı,"Çanakkale merkeze bağlı Tevfikiye köyü sınırları içerisinde kalan Troya Müzesi'nde, 'Troya Müzesi ve Ören Yeri Müze Kiti' lansmanı gerçekleştirildi."
Kültür-Sanat,İzmir'deki kazılarda aslan ve panter kemikleri bulundu,İzmir'in Bornova ilçesinde arkeolojik kazıları süren Yeşilova ve Yassıtepe höyüklerinde 8 bin yıl öncesine ait aslan ve 5 bin yıl öncesine ait panter kemikleri tespit edildi.
Kültür-Sanat,"""PhotoMaraton"", 6 Kasım'da fotoğraf tutkunlarını bir araya getirecek","Sokak fotoğrafçılığı etkinliği ""PhotoMaraton"", 6 Kasım'da fotoğrafseverleri buluşturacak."
Kültür-Sanat,Boncuklu Tarla'da tapınak bulundu,Mardin'in Ilısu Mahallesi'ndeki Boncuklu Tarla'da 12 bin yıllık olduğu düşünülen tapınak ortaya çıkarıldı.
Kültür-Sanat,RTÜK şifresiz ve açık yayınlanacak spor ve kültür olayları listesini güncelledi,"Radyo ve Televizyon Üst Kurulu (RTÜK), şifresiz ve açık yayınlanacak spor ve kültür olayları listesini güncelledi."
Kültür-Sanat,Sinemalarda 5 yeni film vizyona girecek,Sinema salonlarında bu hafta 1'i yerli 5 film vizyona girecek.
Kültür-Sanat,Boncuklu Tarla'da tapınak bulundu,Mardin'in Ilısu Mahallesi'ndeki Boncuklu Tarla'da 12 bin yıllık olduğu düşünülen tapınak ortaya çıkarıldı.
Kültür-Sanat,RTÜK şifresiz ve açık yayınlanacak spor ve kültür olayları listesini güncelledi,"Radyo ve Televizyon Üst Kurulu (RTÜK), şifresiz ve açık yayınlanacak spor ve kültür olayları listesini güncelledi."
Kültür-Sanat,Sinemalarda 5 yeni film vizyona girecek,Sinema salonlarında bu hafta 1'i yerli 5 film vizyona girecek.
Kültür-Sanat,Müzisyen Durul Gence yaşamını yitirdi,Batı müziğinin Türkiye'deki öncülerinden kabul edilen Durul Gence hayatını kaybetti.
Kültür-Sanat,16. Ankara Kitap Fuarı 22 Ekim'de kapılarını açacak,"16. Ankara Kitap Fuarı, 22-31 Ekim tarihleri arasında ATO Congresium'da düzenlenecek."
Kültür-Sanat,500 yıllık zülfikar kılıcın ömrü uzatılıyor,"Topkapı Sarayı Müzesi'nin ev sahipliği yaptığı, 1300 yıllık 33 bini aşkın silahın yer aldığı koleksiyon restore ediliyor."
Kültür-Sanat,"""Yıldız Sarayı"" kitabı tanıtıldı","Yıldız Teknik Üniversitesi (YTÜ) Sultan II. Abdülhamid Uygulama ve Araştırma Merkezi tarafından hazırlanan ""Yıldız Sarayı"" kitabının tanıtımı yapıldı."
Kültür-Sanat,9. Boğaziçi Film Festivali'ne sayılı gün kaldı,"9. Boğaziçi Film Festivali, ziyaretçilerini 23-30 Ekim arasında sinema salonlarında ağırlamaya hazırlanıyor."
Kültür-Sanat,"Ankara Film Festivali ""Onur Ödülleri"" belli oldu","Kültür ve Turizm Bakanlığının desteğiyle Dünya Kitle İletişimi Araştırma Vakfı tarafından 4-12 Kasım'da düzenlenecek 32. Ankara Film Festivali'nin ""Onur Ödülleri"" açıklandı."
Kültür-Sanat,İslam Ansiklopedisi Kabe ve Medine'nin 140 yıllık tasvirlerini yayınladı,"Mevlid-i Nebi Haftası dolayısıyla Türkiye Diyanet Vakfı (TDV) İslam Ansiklopedisi'nin ""Muhammediyye"" maddesinin dijital versiyonu daha önce yayımlanmamış yeni ve orijinal görsellerle güncellendi."
Kültür-Sanat,"""Istanbul Photo Awards 2021"" sergisi New York'ta açıldı","Anadolu Ajansı tarafından düzenlenen ""Istanbul Photo Awards 2021"" uluslararası fotoğraf yarışmasının ödüllü fotoğraflarının yer aldığı sergi, New York'ta Türkevi'nde açıldı."
Kültür-Sanat,"Mozart'ın ""Sihirli Flüt""ü İzmir'de sahnelenecek","İzmir Devlet Opera ve Balesi, 21 Ekim'de Mozart'ın ""Sihirli Flüt"" eseriyle sezonun ilk prömiyerini yapacak."
Kültür-Sanat,Antalya'da Romeo ve Juliet balesi sahnelenecek,"Antalya Devlet Opera ve Balesi, 21 ve 23 Ekim'de Romeo ve Juliet balesini sanatseverlerin beğenisine sunacak."
Kültür-Sanat,Priene Antik Kenti'ndeki ilk kiliseye ulaşıldı,Aydın'da bilim ve sanatın yeşerdiği bölge olarak bilinen Priene Antik Kenti'nde ilk Hristiyan topluluğun yaptığı 1600 yıl öncesine ait kiliseye ulaşıldı.
ÖZEL HABER,Bilim ve sanatı buluşturan kavram: Biyosanat,Canlı dokularla sanat ve tasarım yapılabilir mi? Sanat günümüzde farklı disiplinleri bir araya getiriyor. Biyoloji ve sanatın buluşması da günümüz teknolojisiyle gerçekleşiyor.
Kültür-Sanat,'Akif' dizisinin TRT'nin dijital platformunda yayınlanması planlanıyor,Mehmet Akif Ersoy'un hayatının önemli bir dönemini anlatan 13 bölümlük mini dizinin TRT'nin yeni açılacak dijital platformunda yayınlanması planlanıyor.
